week,state,tv_spend,search_spend
2021-12-19,Delaware,5270.81,913.7
2021-12-26,Delaware,5742.01,701.57
2022-01-02,Delaware,5677.77,690.86
2022-01-09,Delaware,4534.99,928.44
2022-01-16,Delaware,4314.38,1286.68
2022-01-23,Delaware,4239.41,923.18
2022-01-30,Delaware,3663.12,690.86
2022-02-06,Delaware,3685.33,690.86
2022-02-13,Delaware,2763.45,690.86
2022-02-20,Delaware,2763.45,690.86
2022-02-27,Delaware,2763.45,690.86
2022-03-06,Delaware,2763.45,1465.92
2022-03-13,Delaware,2763.45,1103.19
2022-03-20,Delaware,2763.45,871.8
2022-03-27,Delaware,2763.45,690.86
2022-04-03,Delaware,2763.45,690.86
2022-04-10,Delaware,2763.45,925.8
2022-04-17,Delaware,2763.45,690.86
2022-04-24,Delaware,2763.45,690.86
2022-05-01,Delaware,2763.45,1445.55
2022-05-08,Delaware,2763.45,2193.65
2022-05-15,Delaware,2763.45,2363.95
2022-05-22,Delaware,3097.91,2022.16
2022-05-29,Delaware,3069.08,1817.38
2022-06-05,Delaware,2763.45,1287.52
2022-06-12,Delaware,2763.45,1132.49
2022-06-19,Delaware,2763.45,1235.01
2022-06-26,Delaware,2763.45,1771.91
2022-07-03,Delaware,2763.45,690.86
2022-07-10,Delaware,2792.22,690.86
2022-07-17,Delaware,2763.45,690.86
2022-07-24,Delaware,2991.87,690.86
2022-07-31,Delaware,3177.69,988.64
2022-08-07,Delaware,2763.45,690.86
2022-08-14,Delaware,2763.45,690.86
2022-08-21,Delaware,2763.45,1457.22
2022-08-28,Delaware,2763.45,880.09
2022-09-04,Delaware,2763.45,992.48
2022-09-11,Delaware,2763.45,934.04
2022-09-18,Delaware,2763.45,690.86
2022-09-25,Delaware,2763.45,690.86
2022-10-02,Delaware,2763.45,690.86
2022-10-09,Delaware,2763.45,812.63
2022-10-16,Delaware,2763.45,1114.78
2022-10-23,Delaware,2961.16,690.86
2022-10-30,Delaware,2763.45,690.86
2022-11-06,Delaware,2816.11,1073.33
2022-11-13,Delaware,2763.45,1365.62
2022-11-20,Delaware,2763.45,1570.26
2022-11-27,Delaware,3310.52,852.43
2022-12-04,Delaware,3616.23,853.28
2022-12-11,Delaware,3842.86,690.86
2022-12-18,Delaware,3464.81,732.45
2022-12-25,Delaware,4057.05,690.86
2023-01-01,Delaware,3450.42,690.86
2023-01-08,Delaware,2794.14,690.86
2023-01-15,Delaware,3045.23,1146.73
2023-01-22,Delaware,3104.25,690.86
2023-01-29,Delaware,2763.45,1078.99
2023-02-05,Delaware,2763.45,1400.13
2023-02-12,Delaware,2793.07,1669.11
2023-02-19,Delaware,2763.45,1170.17
2023-02-26,Delaware,2763.45,1142.0
2023-03-05,Delaware,2763.45,778.41
2023-03-12,Delaware,2763.45,1114.81
2023-03-19,Delaware,2763.45,690.86
2023-03-26,Delaware,2991.03,713.53
2023-04-02,Delaware,2763.45,869.24
2023-04-09,Delaware,3192.42,1165.69
2023-04-16,Delaware,2763.45,732.28
2023-04-23,Delaware,2763.45,690.86
2023-04-30,Delaware,2763.45,1095.43
2023-05-07,Delaware,2763.45,966.23
2023-05-14,Delaware,2763.45,1232.62
2023-05-21,Delaware,2763.45,1285.3
2023-05-28,Delaware,2763.45,691.97
2023-06-04,Delaware,2763.45,690.86
2023-06-11,Delaware,2763.45,690.86
2023-06-18,Delaware,2763.45,690.86
2023-06-25,Delaware,2763.45,690.86
2023-07-02,Delaware,3242.06,690.86
2023-07-09,Delaware,3099.22,1116.36
2023-07-16,Delaware,2763.45,690.86
2023-07-23,Delaware,3065.47,1443.81
2023-07-30,Delaware,3229.28,2078.18
2023-08-06,Delaware,2763.45,1794.49
2023-08-13,Delaware,2763.45,690.86
2023-08-20,Delaware,2763.45,690.86
2023-08-27,Delaware,2763.45,1217.84
2023-09-03,Delaware,3203.98,2236.66
2023-09-10,Delaware,2785.91,1145.9
2023-09-17,Delaware,2763.45,1659.99
2023-09-24,Delaware,2763.45,1143.01
2023-10-01,Delaware,3039.85,690.86
2023-10-08,Delaware,2974.7,690.86
2023-10-15,Delaware,2763.45,852.4
2023-10-22,Delaware,2825.1,1396.54
2023-10-29,Delaware,2763.45,690.86
2023-11-05,Delaware,2763.45,1024.67
2023-11-12,Delaware,2763.45,1044.56
2023-11-19,Delaware,3007.13,690.86
2023-11-26,Delaware,2763.45,690.86
2023-12-03,Delaware,2802.61,1147.63
2023-12-10,Delaware,2919.76,1749.82
2023-12-17,Delaware,3230.58,1324.01
2023-12-24,Delaware,3515.88,1093.18
2023-12-31,Delaware,3370.62,1549.14
2020-01-12,Florida,18593.94,11740.99
2020-01-19,Florida,16894.19,9186.23
2020-01-26,Florida,14449.73,9855.19
2020-02-02,Florida,14540.88,7890.53
2020-02-09,Florida,14042.39,7797.2
2020-02-16,Florida,11986.67,6152.81
2020-02-23,Florida,8818.69,4630.91
2020-03-01,Florida,7559.41,5349.29
2020-03-08,Florida,7223.84,3339.23
2020-03-15,Florida,7223.84,4836.8
2020-03-22,Florida,7263.28,5186.65
2020-03-29,Florida,7223.84,4439.42
2020-04-05,Florida,8065.6,4338.91
2020-04-12,Florida,7223.84,5748.06
2020-04-19,Florida,7223.84,5303.76
2020-04-26,Florida,7223.84,2238.61
2020-05-03,Florida,7223.84,1805.96
2020-05-10,Florida,7223.84,2966.92
2020-05-17,Florida,7223.84,3086.66
2020-05-24,Florida,7223.84,3276.02
2020-05-31,Florida,7223.84,1805.96
2020-06-07,Florida,7223.84,1805.96
2020-06-14,Florida,7223.84,4702.36
2020-06-21,Florida,7223.84,5859.59
2020-06-28,Florida,7223.84,6312.93
2020-07-05,Florida,7223.84,4698.89
2020-07-12,Florida,8620.3,2358.04
2020-07-19,Florida,8514.23,3102.23
2020-07-26,Florida,9937.94,4792.53
2020-08-02,Florida,7398.31,5706.74
2020-08-09,Florida,7223.84,5171.86
2020-08-16,Florida,7223.84,5613.26
2020-08-23,Florida,7223.84,3324.45
2020-08-30,Florida,7223.84,2469.03
2020-09-06,Florida,7281.49,1849.47
2020-09-13,Florida,7325.7,3144.48
2020-09-20,Florida,10408.38,4143.47
2020-09-27,Florida,11599.76,2747.75
2020-10-04,Florida,11727.66,1805.96
2020-10-11,Florida,12423.06,1805.96
2020-10-18,Florida,12294.99,3948.06
2020-10-25,Florida,10475.86,1805.96
2020-11-01,Florida,9053.12,1805.96
2020-11-08,Florida,7280.5,3072.55
2020-11-15,Florida,7223.84,3365.96
2020-11-22,Florida,7330.81,3163.85
2020-11-29,Florida,8271.67,1805.96
2020-12-06,Florida,9215.45,1805.96
2020-12-13,Florida,9456.71,1805.96
2020-12-20,Florida,11574.86,2248.06
2020-12-27,Florida,11875.53,3490.41
2021-01-03,Florida,9421.79,3772.34
2021-01-10,Florida,8488.4,4907.69
2021-01-17,Florida,8657.48,4370.48
2021-01-24,Florida,7223.84,5561.13
2021-01-31,Florida,7223.84,7814.14
2021-02-07,Florida,7223.84,6773.82
2021-02-14,Florida,7223.84,7110.03
2021-02-21,Florida,7223.84,6530.46
2021-02-28,Florida,7223.84,4695.21
2021-03-07,Florida,7223.84,6999.27
2021-03-14,Florida,7223.84,8717.49
2021-03-21,Florida,8310.84,8062.94
2021-03-28,Florida,7223.84,5348.11
2021-04-04,Florida,7755.28,2405.95
2021-04-11,Florida,7798.47,2556.34
2021-04-18,Florida,7223.84,1805.96
2021-04-25,Florida,7223.84,1805.96
2021-05-02,Florida,7223.84,1805.96
2021-05-09,Florida,7223.84,1847.94
2021-05-16,Florida,7223.84,2388.67
2021-05-23,Florida,7223.84,2497.15
2021-05-30,Florida,8003.95,5165.55
2021-06-06,Florida,7920.78,1805.96
2021-06-13,Florida,7621.17,1805.96
2021-06-20,Florida,7223.84,3015.02
2021-06-27,Florida,7223.84,3199.17
2021-07-04,Florida,9427.53,4119.61
2021-07-11,Florida,11392.39,4495.38
2021-07-18,Florida,11638.55,3921.3
2021-07-25,Florida,9941.86,3219.51
2021-08-01,Florida,7223.84,5469.69
2021-08-08,Florida,7223.84,8174.3
2021-08-15,Florida,7223.84,8065.92
2021-08-22,Florida,7223.84,10937.22
2021-08-29,Florida,7223.84,8799.65
2021-09-05,Florida,7610.9,7770.25
2021-09-12,Florida,7252.06,8821.98
2021-09-19,Florida,7223.84,8024.33
2021-09-26,Florida,7295.55,8173.36
2021-10-03,Florida,7223.84,8479.21
2021-10-10,Florida,7223.84,8386.2
2021-10-17,Florida,7223.84,7936.95
2021-10-24,Florida,7331.09,5390.28
2021-10-31,Florida,7270.87,2488.55
2021-11-07,Florida,7223.84,1805.96
2021-11-14,Florida,7223.84,3293.28
2021-11-21,Florida,7223.84,2183.0
2021-11-28,Florida,7634.76,1805.96
2021-12-05,Florida,7550.19,2750.62
2021-12-12,Florida,8800.07,3380.56
2021-12-19,Florida,9899.0,3679.56
2021-12-26,Florida,10680.13,1805.96
2022-01-02,Florida,12253.27,1805.96
2022-01-09,Florida,10914.86,3752.52
2022-01-16,Florida,9957.05,2819.42
2022-01-23,Florida,8022.51,3462.79
2022-01-30,Florida,8539.41,2333.74
2022-02-06,Florida,10294.6,2043.23
2022-02-13,Florida,12034.39,2407.57
2022-02-20,Florida,9166.2,1805.96
2022-02-27,Florida,8157.38,1805.96
2022-03-06,Florida,7507.98,2707.52
2022-03-13,Florida,7223.84,2474.64
2022-03-20,Florida,7223.84,2186.86
2022-03-27,Florida,7821.03,1805.96
2022-04-03,Florida,8421.68,1805.96
2022-04-10,Florida,7223.84,1926.56
2022-04-17,Florida,7223.84,3983.25
2022-04-24,Florida,7223.84,2444.33
2022-05-01,Florida,7223.84,2704.89
2022-05-08,Florida,7223.84,1805.96
2022-05-15,Florida,7223.84,1805.96
2022-05-22,Florida,7223.84,1805.96
2022-05-29,Florida,7223.84,1805.96
2022-06-05,Florida,7317.56,4181.62
2022-06-12,Florida,7223.84,1805.96
2022-06-19,Florida,7223.84,1805.96
2022-06-26,Florida,7223.84,1805.96
2022-07-03,Florida,7223.84,3631.48
2022-07-10,Florida,7223.84,3720.05
2022-07-17,Florida,7223.84,1805.96
2022-07-24,Florida,7536.42,1805.96
2022-07-31,Florida,7223.84,4982.17
2022-08-07,Florida,7223.84,3045.06
2022-08-14,Florida,7223.84,1805.96
2022-08-21,Florida,7223.84,4065.63
2022-08-28,Florida,7223.84,3696.33
2022-09-04,Florida,7223.84,4190.57
2022-09-11,Florida,7223.84,1805.96
2022-09-18,Florida,7636.86,1805.96
2022-09-25,Florida,7835.46,3848.61
2022-10-02,Florida,8070.11,3828.33
2022-10-09,Florida,8417.16,5159.78
2022-10-16,Florida,7545.19,6179.38
2022-10-23,Florida,8763.2,3313.97
2022-10-30,Florida,9869.18,1805.96
2022-11-06,Florida,8148.21,1805.96
2022-11-13,Florida,7223.84,3415.76
2022-11-20,Florida,8523.35,5108.6
2022-11-27,Florida,10220.24,3004.59
2022-12-04,Florida,11097.96,1805.96
2022-12-11,Florida,14385.07,1805.96
2022-12-18,Florida,13633.06,1805.96
2022-12-25,Florida,15845.33,4473.94
2023-01-01,Florida,15834.7,4961.68
2023-01-08,Florida,14366.36,4511.94
2023-01-15,Florida,12976.91,5447.46
2023-01-22,Florida,12795.89,1805.96
2023-01-29,Florida,10959.72,1901.79
2023-02-05,Florida,12682.66,3621.16
2023-02-12,Florida,13665.34,5294.36
2023-02-19,Florida,10939.1,4489.59
2023-02-26,Florida,9746.84,4209.23
2023-03-05,Florida,7223.84,3351.66
2023-03-12,Florida,7223.84,2432.33
2023-03-19,Florida,7430.64,2425.59
2023-03-26,Florida,7223.84,1805.96
2023-04-02,Florida,7323.07,2917.65
2023-04-09,Florida,7223.84,2840.03
2023-04-16,Florida,7223.84,1805.96
2023-04-23,Florida,7223.84,1805.96
2023-04-30,Florida,7223.84,1805.96
2023-05-07,Florida,7223.84,2218.69
2023-05-14,Florida,7223.84,1805.96
2023-05-21,Florida,7523.39,2266.69
2023-05-28,Florida,7223.84,3115.73
2023-06-04,Florida,7314.89,3920.95
2023-06-11,Florida,7283.48,2552.83
2023-06-18,Florida,7223.84,2819.04
2023-06-25,Florida,7223.84,3139.18
2023-07-02,Florida,7223.84,2605.66
2023-07-09,Florida,7223.84,2197.79
2023-07-16,Florida,7223.84,1805.96
2023-07-23,Florida,7476.93,1805.96
2023-07-30,Florida,7541.08,1814.55
2023-08-06,Florida,7223.84,3005.52
2023-08-13,Florida,7223.84,1805.96
2023-08-20,Florida,7223.84,1805.96
2023-08-27,Florida,7223.84,2799.56
2023-09-03,Florida,7652.95,3311.8
2023-09-10,Florida,8411.31,3099.45
2023-09-17,Florida,7223.84,3530.09
2023-09-24,Florida,7223.84,3669.68
2023-10-01,Florida,7223.84,3175.62
2023-10-08,Florida,7223.84,3180.89
2023-10-15,Florida,8504.1,1805.96
2023-10-22,Florida,7538.88,1805.96
2023-10-29,Florida,7306.15,4038.4
2023-11-05,Florida,7350.39,1805.96
2023-11-12,Florida,7223.84,1805.96
2023-11-19,Florida,10036.05,1805.96
2023-11-26,Florida,10980.6,4152.0
2023-12-03,Florida,11737.27,4053.22
2023-12-10,Florida,12566.03,3011.89
2023-12-17,Florida,15469.64,3970.75
2023-12-24,Florida,19295.88,3086.26
2023-12-31,Florida,21298.85,1805.96
2020-01-12,Georgia,10573.98,5341.48
2020-01-19,Georgia,10333.46,5915.7
2020-01-26,Georgia,10307.16,2507.96
2020-02-02,Georgia,11487.93,2243.91
2020-02-09,Georgia,11871.91,3781.7
2020-02-16,Georgia,9308.63,2217.86
2020-02-23,Georgia,7083.86,1550.01
2020-03-01,Georgia,6500.28,2518.37
2020-03-08,Georgia,6200.06,1550.01
2020-03-15,Georgia,6294.51,1550.01
2020-03-22,Georgia,7109.41,1719.29
2020-03-29,Georgia,6540.77,1550.01
2020-04-05,Georgia,6200.06,1550.01
2020-04-12,Georgia,7116.22,1550.01
2020-04-19,Georgia,6200.06,4055.54
2020-04-26,Georgia,6200.06,4706.41
2020-05-03,Georgia,6200.06,3817.21
2020-05-10,Georgia,6200.06,1550.01
2020-05-17,Georgia,6200.06,1847.55
2020-05-24,Georgia,6235.65,2775.17
2020-05-31,Georgia,6200.06,1550.01
2020-06-07,Georgia,6200.06,1987.96
2020-06-14,Georgia,6200.06,1550.01
2020-06-21,Georgia,6200.06,1997.56
2020-06-28,Georgia,6200.06,1550.01
2020-07-05,Georgia,7313.64,1550.01
2020-07-12,Georgia,9162.0,2542.34
2020-07-19,Georgia,8285.44,2956.51
2020-07-26,Georgia,8964.23,1550.01
2020-08-02,Georgia,6931.56,1550.01
2020-08-09,Georgia,6200.06,2312.67
2020-08-16,Georgia,6200.06,1550.01
2020-08-23,Georgia,6200.06,1550.01
2020-08-30,Georgia,6200.06,1993.79
2020-09-06,Georgia,6289.26,1550.01
2020-09-13,Georgia,6200.06,1550.01
2020-09-20,Georgia,6235.48,3047.21
2020-09-27,Georgia,6200.06,2500.84
2020-10-04,Georgia,6200.06,1863.99
2020-10-11,Georgia,6698.14,3128.5
2020-10-18,Georgia,6228.17,3218.09
2020-10-25,Georgia,7107.97,1550.01
2020-11-01,Georgia,6200.06,1550.01
2020-11-08,Georgia,6200.06,1550.01
2020-11-15,Georgia,7292.12,1550.01
2020-11-22,Georgia,7711.16,2023.83
2020-11-29,Georgia,8872.01,2524.96
2020-12-06,Georgia,11063.72,2761.2
2020-12-13,Georgia,12625.26,1738.13
2020-12-20,Georgia,13597.33,1550.01
2020-12-27,Georgia,15105.37,1550.01
2021-01-03,Georgia,14038.85,3006.36
2021-01-10,Georgia,13910.17,1550.01
2021-01-17,Georgia,11797.9,1550.01
2021-01-24,Georgia,10925.71,2659.61
2021-01-31,Georgia,10573.64,2364.3
2021-02-07,Georgia,11302.24,1550.01
2021-02-14,Georgia,12038.02,3148.4
2021-02-21,Georgia,10887.79,2532.92
2021-02-28,Georgia,8346.75,2058.14
2021-03-07,Georgia,6273.55,1550.01
2021-03-14,Georgia,6200.06,2101.36
2021-03-21,Georgia,6200.06,1952.9
2021-03-28,Georgia,6200.06,1716.63
2021-04-04,Georgia,6590.81,2296.44
2021-04-11,Georgia,7306.53,1669.57
2021-04-18,Georgia,6200.06,2022.91
2021-04-25,Georgia,6200.06,1550.01
2021-05-02,Georgia,6200.06,1810.57
2021-05-09,Georgia,6200.06,1550.01
2021-05-16,Georgia,6200.06,1550.01
2021-05-23,Georgia,6200.06,1550.01
2021-05-30,Georgia,6200.06,1658.89
2021-06-06,Georgia,6200.06,1871.32
2021-06-13,Georgia,6200.06,1550.01
2021-06-20,Georgia,6200.06,1854.77
2021-06-27,Georgia,6433.89,1550.01
2021-07-04,Georgia,8177.3,1550.01
2021-07-11,Georgia,8904.73,2133.72
2021-07-18,Georgia,9859.88,3097.12
2021-07-25,Georgia,8754.66,2248.8
2021-08-01,Georgia,8600.93,2978.84
2021-08-08,Georgia,7367.52,1807.17
2021-08-15,Georgia,6200.06,1550.01
2021-08-22,Georgia,6200.06,1844.37
2021-08-29,Georgia,6200.06,1550.01
2021-09-05,Georgia,7406.96,1594.44
2021-09-12,Georgia,6723.63,1550.01
2021-09-19,Georgia,7369.48,1837.56
2021-09-26,Georgia,7122.38,1550.01
2021-10-03,Georgia,6200.06,1550.01
2021-10-10,Georgia,6200.06,3409.75
2021-10-17,Georgia,6200.06,4417.18
2021-10-24,Georgia,6562.79,4488.37
2021-10-31,Georgia,6200.06,4479.02
2021-11-07,Georgia,6200.06,2486.11
2021-11-14,Georgia,6200.06,3251.9
2021-11-21,Georgia,8226.45,3410.88
2021-11-28,Georgia,9622.9,1811.84
2021-12-05,Georgia,9649.97,3296.22
2021-12-12,Georgia,12708.57,2965.56
2021-12-19,Georgia,14442.21,3815.88
2021-12-26,Georgia,16443.71,3551.06
2022-01-02,Georgia,16041.15,4023.13
2022-01-09,Georgia,15764.47,2945.68
2022-01-16,Georgia,15899.41,2278.29
2022-01-23,Georgia,15069.0,4033.73
2022-01-30,Georgia,13125.43,4077.1
2022-02-06,Georgia,13864.16,3598.91
2022-02-13,Georgia,14761.58,2949.11
2022-02-20,Georgia,12264.21,3756.21
2022-02-27,Georgia,10172.46,3406.18
2022-03-06,Georgia,8736.5,4227.9
2022-03-13,Georgia,7674.72,2648.57
2022-03-20,Georgia,7258.37,1550.01
2022-03-27,Georgia,7662.83,1550.01
2022-04-03,Georgia,8161.72,2286.6
2022-04-10,Georgia,9240.61,1753.57
2022-04-17,Georgia,6474.94,2759.79
2022-04-24,Georgia,6200.06,2384.79
2022-05-01,Georgia,6200.06,2192.07
2022-05-08,Georgia,6200.06,1550.01
2022-05-15,Georgia,6200.06,1550.01
2022-05-22,Georgia,6200.06,4730.37
2022-05-29,Georgia,6200.06,4241.91
2022-06-05,Georgia,6758.06,4387.45
2022-06-12,Georgia,6200.06,5478.55
2022-06-19,Georgia,6200.06,4051.12
2022-06-26,Georgia,6200.06,4090.61
2022-07-03,Georgia,6913.81,4112.7
2022-07-10,Georgia,7954.45,3126.61
2022-07-17,Georgia,7950.96,2753.4
2022-07-24,Georgia,6940.08,1550.01
2022-07-31,Georgia,6951.3,1550.01
2022-08-07,Georgia,6330.68,1550.01
2022-08-14,Georgia,6200.06,1550.01
2022-08-21,Georgia,6200.06,1550.01
2022-08-28,Georgia,6200.06,2538.8
2022-09-04,Georgia,6200.06,1570.68
2022-09-11,Georgia,6683.87,1550.01
2022-09-18,Georgia,7156.65,1550.01
2022-09-25,Georgia,6200.06,2558.42
2022-10-02,Georgia,6200.06,2573.22
2022-10-09,Georgia,7551.36,3579.28
2022-10-16,Georgia,8175.52,2771.36
2022-10-23,Georgia,7295.21,3774.49
2022-10-30,Georgia,7404.34,3608.16
2022-11-06,Georgia,6200.06,3854.46
2022-11-13,Georgia,6200.06,3603.55
2022-11-20,Georgia,6200.06,3878.5
2022-11-27,Georgia,6200.06,4862.27
2022-12-04,Georgia,7823.85,4129.7
2022-12-11,Georgia,9188.29,1550.01
2022-12-18,Georgia,10884.0,1884.5
2022-12-25,Georgia,11543.54,3155.5
2023-01-01,Georgia,11796.71,2162.23
2023-01-08,Georgia,11816.31,2511.65
2023-01-15,Georgia,11024.01,2647.2
2023-01-22,Georgia,10813.32,3273.03
2023-01-29,Georgia,10081.29,1550.01
2023-02-05,Georgia,10773.52,1550.01
2023-02-12,Georgia,10142.23,2013.94
2023-02-19,Georgia,8098.35,1550.01
2023-02-26,Georgia,7346.9,1550.01
2023-03-05,Georgia,6486.02,1724.65
2023-03-12,Georgia,6200.06,1550.01
2023-03-19,Georgia,7038.01,1550.01
2023-03-26,Georgia,7352.37,2306.42
2023-04-02,Georgia,7349.29,2417.55
2023-04-09,Georgia,8102.32,2471.05
2023-04-16,Georgia,7478.09,2883.6
2023-04-23,Georgia,6976.65,1550.01
2023-04-30,Georgia,6200.06,2442.98
2023-05-07,Georgia,6200.06,1995.05
2023-05-14,Georgia,6200.06,1592.44
2023-05-21,Georgia,6463.53,2387.24
2023-05-28,Georgia,7108.85,1550.01
2023-06-04,Georgia,7338.54,1550.01
2023-06-11,Georgia,6200.06,1553.34
2023-06-18,Georgia,6200.06,1550.01
2023-06-25,Georgia,6200.06,1550.01
2023-07-02,Georgia,6947.1,2380.1
2023-07-09,Georgia,6583.56,2329.29
2023-07-16,Georgia,7215.28,1550.01
2023-07-23,Georgia,7818.72,3922.61
2023-07-30,Georgia,8570.77,3444.27
2023-08-06,Georgia,6200.06,4075.52
2023-08-13,Georgia,6200.06,3032.79
2023-08-20,Georgia,6200.06,4639.1
2023-08-27,Georgia,6200.06,4414.18
2023-09-03,Georgia,7172.99,5259.79
2023-09-10,Georgia,6827.55,1803.88
2023-09-17,Georgia,8084.93,1550.01
2023-09-24,Georgia,6995.45,1550.01
2023-10-01,Georgia,7781.98,1550.01
2023-10-08,Georgia,8253.37,2196.39
2023-10-15,Georgia,7913.41,1648.23
2023-10-22,Georgia,6741.68,1550.01
2023-10-29,Georgia,7221.51,2875.79
2023-11-05,Georgia,7501.12,2623.84
2023-11-12,Georgia,7087.25,3634.81
2023-11-19,Georgia,7317.42,2341.91
2023-11-26,Georgia,8617.56,1550.01
2023-12-03,Georgia,10531.61,1550.01
2023-12-10,Georgia,13222.95,2204.11
2023-12-17,Georgia,15453.06,3317.36
2023-12-24,Georgia,17426.49,2459.34
2023-12-31,Georgia,20189.26,1776.61
2020-01-12,Hawaii,7345.09,4496.75
2020-01-19,Hawaii,6465.07,4675.46
2020-01-26,Hawaii,5804.62,3916.41
2020-02-02,Hawaii,5518.79,2689.58
2020-02-09,Hawaii,5923.67,2511.71
2020-02-16,Hawaii,4514.12,3610.48
2020-02-23,Hawaii,3881.1,2263.12
2020-03-01,Hawaii,3291.78,1383.96
2020-03-08,Hawaii,3291.78,952.61
2020-03-15,Hawaii,3291.78,822.95
2020-03-22,Hawaii,3736.19,822.95
2020-03-29,Hawaii,4033.29,822.95
2020-04-05,Hawaii,4825.67,968.34
2020-04-12,Hawaii,4429.04,1063.91
2020-04-19,Hawaii,3862.02,822.95
2020-04-26,Hawaii,3291.78,1028.51
2020-05-03,Hawaii,3291.78,822.95
2020-05-10,Hawaii,3291.78,2115.82
2020-05-17,Hawaii,3291.78,2759.61
2020-05-24,Hawaii,3291.78,1970.17
2020-05-31,Hawaii,3643.77,1110.98
2020-06-07,Hawaii,3291.78,822.95
2020-06-14,Hawaii,3291.78,989.6
2020-06-21,Hawaii,3291.78,822.95
2020-06-28,Hawaii,3291.78,822.95
2020-07-05,Hawaii,3510.1,976.61
2020-07-12,Hawaii,3675.25,822.95
2020-07-19,Hawaii,5000.1,822.95
2020-07-26,Hawaii,4652.0,822.95
2020-08-02,Hawaii,3657.89,1095.84
2020-08-09,Hawaii,3291.78,822.95
2020-08-16,Hawaii,3291.78,822.95
2020-08-23,Hawaii,3291.78,864.41
2020-08-30,Hawaii,3291.78,822.95
2020-09-06,Hawaii,3291.78,822.95
2020-09-13,Hawaii,3291.78,822.95
2020-09-20,Hawaii,3291.78,1300.9
2020-09-27,Hawaii,3291.78,822.95
2020-10-04,Hawaii,3291.78,1023.85
2020-10-11,Hawaii,3291.78,822.95
2020-10-18,Hawaii,3291.78,822.95
2020-10-25,Hawaii,3291.78,1438.0
2020-11-01,Hawaii,3528.09,1169.82
2020-11-08,Hawaii,3291.78,822.95
2020-11-15,Hawaii,3809.3,1206.36
2020-11-22,Hawaii,4097.61,822.95
2020-11-29,Hawaii,4903.47,822.95
2020-12-06,Hawaii,5237.28,822.95
2020-12-13,Hawaii,5801.12,822.95
2020-12-20,Hawaii,6048.19,1554.65
2020-12-27,Hawaii,7731.54,822.95
2021-01-03,Hawaii,7390.88,822.95
2021-01-10,Hawaii,7368.49,822.95
2021-01-17,Hawaii,6934.29,1790.57
2021-01-24,Hawaii,6656.32,822.95
2021-01-31,Hawaii,6091.95,822.95
2021-02-07,Hawaii,5763.72,822.95
2021-02-14,Hawaii,5532.29,1283.46
2021-02-21,Hawaii,4728.61,1202.36
2021-02-28,Hawaii,4042.03,822.95
2021-03-07,Hawaii,3291.78,822.95
2021-03-14,Hawaii,3291.78,1192.35
2021-03-21,Hawaii,3291.78,1576.71
2021-03-28,Hawaii,3421.03,997.95
2021-04-04,Hawaii,3291.78,1668.34
2021-04-11,Hawaii,3291.78,1507.9
2021-04-18,Hawaii,3291.78,2138.21
2021-04-25,Hawaii,3291.78,1163.24
2021-05-02,Hawaii,3409.12,822.95
2021-05-09,Hawaii,3291.78,822.95
2021-05-16,Hawaii,3291.78,1701.03
2021-05-23,Hawaii,3291.78,1283.35
2021-05-30,Hawaii,3291.78,1364.15
2021-06-06,Hawaii,3291.78,1265.43
2021-06-13,Hawaii,3291.78,1125.36
2021-06-20,Hawaii,3291.78,822.95
2021-06-27,Hawaii,3291.78,822.95
2021-07-04,Hawaii,3291.78,858.55
2021-07-11,Hawaii,3687.97,822.95
2021-07-18,Hawaii,4159.19,822.95
2021-07-25,Hawaii,4107.89,822.95
2021-08-01,Hawaii,3419.78,1269.87
2021-08-08,Hawaii,3291.78,1527.87
2021-08-15,Hawaii,3291.78,1570.78
2021-08-22,Hawaii,3291.78,1482.81
2021-08-29,Hawaii,3291.78,1844.03
2021-09-05,Hawaii,3432.55,2200.48
2021-09-12,Hawaii,3291.78,2277.3
2021-09-19,Hawaii,3663.76,2815.77
2021-09-26,Hawaii,3596.69,1334.0
2021-10-03,Hawaii,3436.04,1330.38
2021-10-10,Hawaii,3648.6,969.62
2021-10-17,Hawaii,3977.91,822.95
2021-10-24,Hawaii,3841.18,822.95
2021-10-31,Hawaii,3924.82,1022.91
2021-11-07,Hawaii,3581.36,858.69
2021-11-14,Hawaii,3291.78,822.95
2021-11-21,Hawaii,3315.63,1100.58
2021-11-28,Hawaii,3922.65,1667.25
2021-12-05,Hawaii,4665.03,1891.41
2021-12-12,Hawaii,5559.45,1535.58
2021-12-19,Hawaii,5707.73,1217.38
2021-12-26,Hawaii,6689.98,1688.79
2022-01-02,Hawaii,6322.03,2515.44
2022-01-09,Hawaii,5979.23,2672.67
2022-01-16,Hawaii,6568.73,1378.16
2022-01-23,Hawaii,6294.98,822.95
2022-01-30,Hawaii,5576.04,822.95
2022-02-06,Hawaii,5645.89,1162.63
2022-02-13,Hawaii,6055.93,822.95
2022-02-20,Hawaii,4742.92,1072.45
2022-02-27,Hawaii,3412.0,822.95
2022-03-06,Hawaii,3291.78,902.63
2022-03-13,Hawaii,3291.78,1200.41
2022-03-20,Hawaii,4048.01,1373.62
2022-03-27,Hawaii,3579.55,1357.1
2022-04-03,Hawaii,3291.78,822.95
2022-04-10,Hawaii,3291.78,822.95
2022-04-17,Hawaii,3291.78,822.95
2022-04-24,Hawaii,3291.78,1812.17
2022-05-01,Hawaii,3291.78,1457.77
2022-05-08,Hawaii,3291.78,1921.66
