week,state,avg_temp,avg_employment,tv_spend,search_spend,y
2020-07-12,Maine,69.1,0.9049,3669.16,2728.04,42410.79
2020-07-19,Maine,74.8,0.9064,3681.85,1839.97,42450.99
2020-07-26,Maine,76.7,0.9106,4034.44,2087.18,42472.76
2020-08-02,Maine,73.6,0.9018,3459.76,1868.49,42343.82
2020-08-09,Maine,76.6,0.8999,3251.56,1409.36,42471.32
2020-08-16,Maine,67.7,0.8993,3251.56,812.89,42504.11
2020-08-23,Maine,65.1,0.8996,3251.56,1268.81,42475.07
2020-08-30,Maine,63.9,0.898,3251.56,1423.24,42606.95
2020-09-06,Maine,65.0,0.9021,3516.03,3022.47,42538.47
2020-09-13,Maine,57.4,0.8928,3251.56,3241.07,42455.57
2020-09-20,Maine,56.9,0.9011,3251.56,2701.56,42555.4
2020-09-27,Maine,62.1,0.8972,3251.56,2714.49,42532.41
2020-10-04,Maine,52.8,0.8973,3251.56,2205.7,42532.96
2020-10-11,Maine,49.5,0.8963,3251.56,2708.17,42569.13
2020-10-18,Maine,51.2,0.9035,3270.04,2712.75,42579.0
2020-10-25,Maine,37.3,0.8995,3251.56,1742.12,42552.65
2020-11-01,Maine,42.3,0.9032,3937.87,955.44,42639.65
2020-11-08,Maine,49.7,0.9049,3251.56,953.84,42611.87
2020-11-15,Maine,35.7,0.9017,3520.77,812.89,42791.02
2020-11-22,Maine,33.8,0.8978,3792.83,812.89,42752.49
2020-11-29,Maine,40.4,0.9009,4270.91,1108.41,42688.87
2020-12-06,Maine,28.0,0.9029,4900.49,812.89,42772.52
2020-12-13,Maine,19.6,0.9038,5726.69,812.89,42868.02
2020-12-20,Maine,35.2,0.9052,6137.41,812.89,42695.21
2020-12-27,Maine,29.0,0.9053,6746.77,840.2,42683.12
2021-01-03,Maine,27.4,0.9116,6378.49,812.89,42695.54
2021-01-10,Maine,29.2,0.9122,6181.67,812.89,42719.59
2021-01-17,Maine,25.2,0.9104,5485.68,2183.72,42697.72
2021-01-24,Maine,20.6,0.9122,4477.6,812.89,42687.11
2021-01-31,Maine,25.5,0.9095,3881.78,1034.97,42651.02
2021-02-07,Maine,13.8,0.9198,3586.9,1264.26,42697.9
2021-02-14,Maine,19.8,0.9144,3949.03,812.89,42679.52
2021-02-21,Maine,26.4,0.9198,3251.56,1691.77,42639.9
2021-02-28,Maine,21.8,0.912,3251.56,1499.61,42697.51
2021-03-07,Maine,32.7,0.9188,3251.56,967.93,42746.97
2021-03-14,Maine,27.3,0.9191,3251.56,881.93,42684.32
2021-03-21,Maine,45.5,0.9212,3344.31,1137.11,42619.51
2021-03-28,Maine,38.0,0.9231,3251.56,2830.94,42659.35
2021-04-04,Maine,46.6,0.9182,3251.56,2490.86,42601.4
2021-04-11,Maine,44.0,0.9188,3362.21,2915.53,42686.44
2021-04-18,Maine,45.5,0.9181,3251.56,1975.16,42650.84
2021-04-25,Maine,48.8,0.9265,3251.56,2069.67,42750.43
2021-05-02,Maine,48.8,0.9224,3251.56,969.66,42626.2
2021-05-09,Maine,52.9,0.9184,3251.56,1081.38,42655.64
2021-05-16,Maine,61.3,0.9206,3251.56,812.89,42572.13
2021-05-23,Maine,60.9,0.9256,3251.56,1300.9,42506.81
2021-05-30,Maine,61.8,0.9214,3251.56,812.89,42599.15
2021-06-06,Maine,70.5,0.9181,3251.56,812.89,42443.46
2021-06-13,Maine,65.9,0.917,3251.56,812.89,42532.79
2021-06-20,Maine,67.6,0.9165,3251.56,830.94,42522.94
2021-06-27,Maine,73.5,0.9233,3251.56,812.89,42459.25
2021-07-04,Maine,64.4,0.9204,3251.56,883.61,42543.27
2021-07-11,Maine,68.9,0.9127,3701.43,871.54,42515.82
2021-07-18,Maine,66.7,0.92,3903.92,812.89,42466.05
2021-07-25,Maine,65.4,0.9145,3566.33,1665.89,42540.17
2021-08-01,Maine,67.0,0.9133,3251.56,1280.11,42586.83
2021-08-08,Maine,73.5,0.9161,3251.56,2415.02,42575.85
2021-08-15,Maine,71.3,0.9116,3251.56,4400.58,42466.94
2021-08-22,Maine,72.8,0.9113,3251.56,4197.99,42510.36
2021-08-29,Maine,64.6,0.9149,3251.56,4252.15,42533.08
2021-09-05,Maine,63.9,0.906,4175.56,3299.85,42496.99
2021-09-12,Maine,63.3,0.913,3771.29,3313.54,42519.72
2021-09-19,Maine,63.5,0.9102,3728.66,3080.33,42496.65
2021-09-26,Maine,56.0,0.9082,3251.56,2665.48,42549.31
2021-10-03,Maine,54.3,0.9071,3251.56,3613.0,42602.92
2021-10-10,Maine,59.3,0.9049,3251.56,4296.68,42542.62
2021-10-17,Maine,51.5,0.9077,3439.41,3650.97,42581.78
2021-10-24,Maine,44.8,0.9087,3251.56,3885.25,42717.6
2021-10-31,Maine,42.1,0.9065,3251.56,3705.96,42711.55
2021-11-07,Maine,42.0,0.9109,3251.56,3041.51,42675.95
2021-11-14,Maine,38.5,0.9127,3251.56,2002.97,42658.47
2021-11-21,Maine,34.8,0.9108,4363.11,1474.1,42699.69
2021-11-28,Maine,28.5,0.9137,4519.75,837.76,42840.52
2021-12-05,Maine,28.7,0.9127,4291.13,812.89,42754.67
2021-12-12,Maine,34.1,0.9184,4375.94,954.7,42698.32
2021-12-19,Maine,22.1,0.9159,4835.71,812.89,42760.92
2021-12-26,Maine,28.6,0.9204,3858.91,902.44,42706.74
2022-01-02,Maine,23.0,0.9277,3251.56,812.89,42800.51
2022-01-09,Maine,16.1,0.9192,3251.56,893.9,42754.18
2022-01-16,Maine,12.9,0.9196,3251.56,1041.72,42690.4
2022-01-23,Maine,10.9,0.9203,3251.56,1292.95,42756.62
2022-01-30,Maine,17.7,0.923,3251.56,1342.54,42718.79
2022-02-06,Maine,29.4,0.9299,3251.56,812.89,42620.07
2022-02-13,Maine,21.4,0.9242,3451.88,1315.1,42751.18
2022-02-20,Maine,24.2,0.9275,3251.56,812.89,42674.8
2022-02-27,Maine,18.6,0.9261,3251.56,812.89,42804.84
2022-03-06,Maine,34.7,0.9319,3251.56,812.89,42714.12
2022-03-13,Maine,37.5,0.9348,3251.56,812.89,42743.16
2022-03-20,Maine,37.8,0.9297,3251.56,812.89,42656.55
2022-03-27,Maine,35.1,0.9256,3745.34,1489.69,42747.04
2022-04-03,Maine,40.8,0.9342,3908.9,1568.1,42728.52
2022-04-10,Maine,46.5,0.9297,3696.33,1830.13,42623.59
2022-04-17,Maine,42.8,0.932,3251.56,1452.79,42771.66
2022-04-24,Maine,43.9,0.935,3251.56,812.89,42661.46
2022-05-01,Maine,47.9,0.9325,3251.56,859.55,42628.04
2022-05-08,Maine,58.3,0.9315,3251.56,812.89,42524.44
2022-05-15,Maine,56.2,0.9302,3251.56,1549.54,42603.71
2022-05-22,Maine,61.2,0.9235,3251.56,1040.01,42436.19
2022-05-29,Maine,60.6,0.9345,3534.19,2167.3,42551.04
2022-06-05,Maine,61.4,0.9285,3251.56,1770.1,42553.47
2022-06-12,Maine,64.5,0.934,3251.56,2243.65,42517.59
2022-06-19,Maine,60.7,0.9308,3251.56,3509.02,42552.58
2022-06-26,Maine,70.5,0.9282,3251.56,3400.63,42503.97
2022-07-03,Maine,68.0,0.9287,3405.01,1548.7,42449.5
2022-07-10,Maine,70.4,0.9291,3979.05,812.89,42570.41
2022-07-17,Maine,76.6,0.9252,3738.12,1441.51,42448.37
2022-07-24,Maine,74.5,0.9297,3901.5,1144.79,42498.89
2022-07-31,Maine,75.8,0.9246,3733.35,1765.89,42478.56
2022-08-07,Maine,69.7,0.9224,3251.56,2197.25,42555.74
2022-08-14,Maine,68.9,0.9239,3251.56,2963.68,42507.04
2022-08-21,Maine,68.9,0.9247,3251.56,2453.43,42528.73
2022-08-28,Maine,67.5,0.9244,3251.56,1529.91,42458.14
2022-09-04,Maine,64.0,0.9184,3520.39,1471.01,42576.31
2022-09-11,Maine,63.5,0.9229,3387.45,812.89,42545.85
2022-09-18,Maine,55.0,0.9194,3797.73,812.89,42533.09
2022-09-25,Maine,55.9,0.9183,3422.72,812.89,42510.71
2022-10-02,Maine,51.3,0.9173,3486.83,1227.65,42593.41
2022-10-09,Maine,51.8,0.925,3608.89,1892.99,42539.89
2022-10-16,Maine,52.1,0.9171,3341.12,2382.89,42581.01
2022-10-23,Maine,53.3,0.9234,3251.56,2039.14,42649.95
2022-10-30,Maine,51.7,0.9164,3251.56,2109.26,42569.85
2022-11-06,Maine,53.2,0.9226,3251.56,1410.67,42645.79
2022-11-13,Maine,33.6,0.9223,3251.56,1854.14,42777.51
2022-11-20,Maine,30.7,0.9264,3330.68,1652.15,42790.2
2022-11-27,Maine,36.2,0.9198,4076.71,1268.57,42730.48
2022-12-04,Maine,35.2,0.9225,3434.6,1307.35,42821.56
2022-12-11,Maine,28.1,0.9251,4223.26,1003.6,42764.9
2022-12-18,Maine,29.3,0.9306,4456.21,812.89,42684.49
2022-12-25,Maine,29.1,0.9232,5126.88,812.89,42773.73
2023-01-01,Maine,33.2,0.9228,5345.86,812.89,42629.12
2023-01-08,Maine,26.9,0.9309,4601.77,812.89,42746.47
2023-01-15,Maine,28.8,0.9338,3684.74,812.89,42747.58
2023-01-22,Maine,26.7,0.9281,3268.64,1980.9,42701.51
2023-01-29,Maine,14.3,0.9339,3506.35,1996.98,42797.36
2023-02-05,Maine,27.1,0.9329,3767.59,1351.28,42764.15
2023-02-12,Maine,30.2,0.9358,4303.97,812.89,42703.51
2023-02-19,Maine,23.4,0.9387,3584.46,812.89,42732.24
2023-02-26,Maine,23.9,0.933,3272.46,866.16,42808.26
2023-03-05,Maine,31.8,0.9407,3251.56,812.89,42801.61
2023-03-12,Maine,33.1,0.944,3251.56,812.89,42824.51
2023-03-19,Maine,32.6,0.9419,3251.56,1406.82,42736.17
2023-03-26,Maine,35.3,0.9385,3251.56,812.89,42689.92
2023-04-02,Maine,36.1,0.9467,3251.56,812.89,42747.67
2023-04-09,Maine,50.0,0.9443,3251.56,812.89,42726.56
2023-04-16,Maine,45.9,0.9369,3251.56,852.14,42710.61
2023-04-23,Maine,45.6,0.9453,3251.56,812.89,42694.85
2023-04-30,Maine,48.7,0.9412,3251.56,812.89,42693.04
2023-05-07,Maine,56.3,0.9424,3251.56,1676.2,42529.78
2023-05-14,Maine,52.2,0.9451,3251.56,969.46,42619.83
2023-05-21,Maine,55.0,0.9406,3509.04,812.89,42628.7
2023-05-28,Maine,63.2,0.9375,3683.84,935.75,42534.35
2023-06-04,Maine,52.4,0.9438,3251.56,1028.12,42610.08
2023-06-11,Maine,62.5,0.943,3251.56,812.89,42593.08
2023-06-18,Maine,61.9,0.9395,3251.56,812.89,42515.65
2023-06-25,Maine,68.2,0.9425,3251.56,998.88,42464.57
2023-07-02,Maine,71.9,0.9345,3316.72,1429.78,42539.65
2023-07-09,Maine,72.2,0.9361,3251.56,1323.43,42555.84
2023-07-16,Maine,71.7,0.9355,3640.23,812.89,42542.22
2023-07-23,Maine,72.5,0.9352,3264.5,1033.46,42513.33
2023-07-30,Maine,64.5,0.9374,4108.91,812.89,42579.96
2023-08-06,Maine,66.9,0.9284,3251.56,812.89,42490.53
2023-08-13,Maine,67.1,0.9315,3251.56,1201.35,42609.29
2023-08-20,Maine,65.9,0.9334,3251.56,1358.7,42608.2
2023-08-27,Maine,64.3,0.9381,3251.56,812.89,42490.94
2023-09-03,Maine,73.8,0.926,3251.56,812.89,42510.58
2023-09-10,Maine,65.1,0.9313,3601.6,1052.86,42533.91
2023-09-17,Maine,60.2,0.9318,3752.74,1590.21,42482.83
2023-09-24,Maine,57.0,0.9245,3711.59,1962.85,42477.32
2023-10-01,Maine,62.6,0.9303,3777.28,1969.11,42529.74
2023-10-08,Maine,52.0,0.9319,3869.98,1617.61,42563.58
2023-10-15,Maine,52.0,0.9312,4065.7,812.89,42684.23
2023-10-22,Maine,54.8,0.9294,3757.77,1468.01,42637.77
2023-10-29,Maine,38.6,0.9308,3817.1,3612.99,42733.7
2023-11-05,Maine,38.4,0.9318,3599.81,3585.81,42756.95
2023-11-12,Maine,35.8,0.9264,3251.56,3437.44,42821.18
2023-11-19,Maine,31.1,0.9322,3409.59,3687.36,42843.69
2023-11-26,Maine,33.5,0.9307,3414.65,2695.72,42812.9
2023-12-03,Maine,23.1,0.9332,3251.56,2150.3,42800.89
2023-12-10,Maine,32.6,0.943,3251.56,1902.25,42945.88
2023-12-17,Maine,32.8,0.9395,3393.43,1659.38,42712.18
2023-12-24,Maine,34.6,0.9325,3782.02,812.89,42706.04
2023-12-31,Maine,27.7,0.9371,3997.33,1560.14,42660.73
2020-01-12,Idaho,17.1,0.956,9036.75,3226.03,48040.68
2020-01-19,Idaho,23.5,0.9595,7820.67,2552.93,47953.01
2020-01-26,Idaho,26.6,0.9521,7181.23,1343.91,47934.37
2020-02-02,Idaho,22.8,0.9562,7357.82,934.93,47831.29
2020-02-09,Idaho,20.3,0.9585,7410.61,934.93,47993.6
2020-02-16,Idaho,13.2,0.9597,5421.2,1277.97,47961.18
2020-02-23,Idaho,23.0,0.9562,3739.72,998.0,47931.31
2020-03-01,Idaho,29.9,0.9673,3739.72,934.93,47965.42
2020-03-08,Idaho,29.2,0.9627,3739.72,1090.45,47958.02
2020-03-15,Idaho,30.1,0.9637,3739.72,1288.29,47981.95
2020-03-22,Idaho,27.1,0.9643,4429.07,1931.95,48053.12
2020-03-29,Idaho,26.1,0.9637,3739.72,934.93,48059.07
2020-04-05,Idaho,35.9,0.9668,3739.72,934.93,47960.4
2020-04-12,Idaho,26.8,0.9626,3739.72,934.93,48037.88
2020-04-19,Idaho,40.4,0.9629,3739.72,934.93,47949.87
2020-04-26,Idaho,46.3,0.9614,3739.72,934.93,47837.5
2020-05-03,Idaho,44.3,0.9645,3739.72,934.93,47934.7
2020-05-10,Idaho,46.3,0.9656,3739.72,1193.43,47867.46
2020-05-17,Idaho,45.3,0.9648,3739.72,1495.75,47845.63
2020-05-24,Idaho,57.2,0.9686,3752.68,2118.26,47799.4
2020-05-31,Idaho,60.8,0.9637,3739.72,2368.54,47689.96
2020-06-07,Idaho,53.6,0.9613,3739.72,2742.1,47733.55
2020-06-14,Idaho,47.6,0.9561,3739.72,2307.52,47759.38
2020-06-21,Idaho,63.2,0.9584,3739.72,1393.35,47690.79
2020-06-28,Idaho,53.6,0.9618,3739.72,1488.49,47777.4
2020-07-05,Idaho,63.7,0.9561,3739.72,2478.06,47662.41
2020-07-12,Idaho,66.8,0.9528,3739.72,2390.36,47676.75
2020-07-19,Idaho,67.6,0.9536,3739.72,1896.25,47662.65
2020-07-26,Idaho,69.7,0.9494,3739.72,1759.87,47652.18
2020-08-02,Idaho,71.0,0.9467,3739.72,1421.27,47595.18
2020-08-09,Idaho,67.3,0.9506,3739.72,1850.5,47703.94
2020-08-16,Idaho,72.5,0.9498,3739.72,1463.07,47585.26
2020-08-23,Idaho,66.4,0.9497,3739.72,1809.17,47684.18
2020-08-30,Idaho,62.6,0.9485,3739.72,2068.91,47691.45
2020-09-06,Idaho,56.9,0.9439,3739.72,2845.65,47799.11
2020-09-13,Idaho,62.3,0.9421,3739.72,2297.84,47638.73
2020-09-20,Idaho,54.4,0.9463,3739.72,2035.56,47704.43
2020-09-27,Idaho,53.6,0.9456,4229.14,934.93,47721.25
2020-10-04,Idaho,54.7,0.9443,3739.72,955.59,47700.48
2020-10-11,Idaho,43.0,0.9413,3739.72,934.93,47889.35
2020-10-18,Idaho,41.5,0.9366,3739.72,1090.79,47782.5
2020-10-25,Idaho,35.6,0.9465,3739.72,934.93,47890.95
2020-11-01,Idaho,45.1,0.9436,3758.22,1412.84,47870.6
2020-11-08,Idaho,21.7,0.9426,3739.72,1566.59,48093.48
2020-11-15,Idaho,26.7,0.9474,4350.47,934.93,48011.64
2020-11-22,Idaho,15.5,0.9443,3825.97,934.93,48026.54
2020-11-29,Idaho,17.0,0.9488,3764.76,934.93,48111.25
2020-12-06,Idaho,19.6,0.9522,4339.68,934.93,48165.47
2020-12-13,Idaho,20.5,0.9525,4656.08,1116.12,48093.58
2020-12-20,Idaho,24.4,0.9465,4852.04,1953.84,48037.74
2020-12-27,Idaho,16.2,0.9544,5516.81,2691.43,48019.5
2021-01-03,Idaho,20.0,0.958,5252.01,1933.66,47961.96
2021-01-10,Idaho,21.4,0.9562,4192.95,1252.56,47981.35
2021-01-17,Idaho,20.5,0.9579,3829.38,1754.41,47894.56
2021-01-24,Idaho,17.1,0.9523,3835.74,969.82,48006.58
2021-01-31,Idaho,23.8,0.959,3739.72,1960.25,47872.2
2021-02-07,Idaho,21.5,0.9611,3901.26,1300.49,47931.42
2021-02-14,Idaho,21.3,0.9603,3739.72,934.93,47846.0
2021-02-21,Idaho,20.6,0.9599,3739.72,1232.43,47941.47
2021-02-28,Idaho,23.5,0.968,3739.72,1209.77,47909.72
2021-03-07,Idaho,22.5,0.9675,3739.72,1600.09,47885.79
2021-03-14,Idaho,30.2,0.9741,3739.72,1914.62,48003.29
2021-03-21,Idaho,27.0,0.968,3739.72,2074.61,48100.07
2021-03-28,Idaho,30.9,0.9647,3739.72,934.93,48058.88
2021-04-04,Idaho,34.8,0.9683,3739.72,934.93,48021.54
2021-04-11,Idaho,29.1,0.9755,3739.72,934.93,48021.09
2021-04-18,Idaho,37.4,0.9714,3739.72,1863.25,48012.74
2021-04-25,Idaho,44.0,0.9704,3739.72,2247.94,47972.45
2021-05-02,Idaho,44.5,0.971,3739.72,1997.15,47899.19
2021-05-09,Idaho,44.7,0.9721,3739.72,1746.63,47814.05
2021-05-16,Idaho,48.3,0.9741,3739.72,1251.69,47803.68
2021-05-23,Idaho,46.8,0.9753,3739.72,934.93,47909.2
2021-05-30,Idaho,63.1,0.97,3739.72,934.93,47678.77
2021-06-06,Idaho,56.8,0.9626,3739.72,1525.56,47551.93
2021-06-13,Idaho,68.1,0.9655,3739.72,1366.93,47562.46
2021-06-20,Idaho,68.3,0.9677,3739.72,963.16,47621.62
2021-06-27,Idaho,74.3,0.9641,3739.72,1285.95,47657.94
2021-07-04,Idaho,73.0,0.958,3739.72,1881.86,47612.67
2021-07-11,Idaho,74.2,0.962,3739.72,2118.22,47691.06
2021-07-18,Idaho,71.6,0.961,3739.72,1283.0,47645.66
2021-07-25,Idaho,73.6,0.9614,4125.56,934.93,47570.22
2021-08-01,Idaho,67.1,0.9529,3792.67,1118.0,47691.95
2021-08-08,Idaho,68.7,0.9546,3739.72,934.93,47724.3
2021-08-15,Idaho,64.2,0.9526,3739.72,934.93,47747.7
2021-08-22,Idaho,59.5,0.9582,3739.72,934.93,47703.58
2021-08-29,Idaho,60.3,0.9588,3739.72,934.93,47730.08
2021-09-05,Idaho,66.4,0.9457,3739.72,1017.03,47807.73
2021-09-12,Idaho,58.8,0.9486,3739.72,934.93,47658.34
2021-09-19,Idaho,52.4,0.947,3954.5,1413.41,47790.05
2021-09-26,Idaho,51.2,0.9497,3739.72,934.93,47656.99
2021-10-03,Idaho,51.5,0.9499,3739.72,934.93,47802.21
2021-10-10,Idaho,30.3,0.9459,3739.72,1280.16,47878.18
2021-10-17,Idaho,42.7,0.9476,4291.13,1185.88,47861.95
2021-10-24,Idaho,40.0,0.9475,4223.44,1402.28,47814.05
2021-10-31,Idaho,39.7,0.9513,3739.72,2063.77,47918.39
2021-11-07,Idaho,33.3,0.9527,3739.72,2973.34,47927.24
2021-11-14,Idaho,33.7,0.9505,3739.72,1937.35,47946.64
2021-11-21,Idaho,29.5,0.9533,4306.07,1904.97,48049.31
2021-11-28,Idaho,36.2,0.9513,4319.48,1362.16,47955.51
2021-12-05,Idaho,28.4,0.9569,4786.9,1677.95,48056.64
2021-12-12,Idaho,21.9,0.9628,4827.51,1080.93,48070.35
2021-12-19,Idaho,26.3,0.962,4843.96,1593.69,48030.22
2021-12-26,Idaho,8.6,0.9542,4701.02,953.1,48150.56
2022-01-02,Idaho,21.9,0.967,3802.72,934.93,47995.21
2022-01-09,Idaho,19.3,0.9671,3739.72,1542.74,47957.29
2022-01-16,Idaho,21.4,0.9614,3739.72,2021.52,47936.13
2022-01-23,Idaho,18.4,0.9674,3739.72,1611.9,48033.62
2022-01-30,Idaho,16.0,0.9697,3739.72,1657.32,47990.39
2022-02-06,Idaho,27.8,0.9682,3784.26,1798.59,47850.21
2022-02-13,Idaho,26.2,0.9689,3739.72,1310.48,47932.73
2022-02-20,Idaho,10.6,0.9749,3739.72,2497.23,48077.35
2022-02-27,Idaho,32.9,0.9728,3739.72,3089.52,47930.38
2022-03-06,Idaho,20.4,0.9784,3739.72,1641.24,47980.76
2022-03-13,Idaho,30.5,0.9779,3739.72,2053.88,47943.96
2022-03-20,Idaho,34.6,0.9782,3739.72,1018.29,47935.73
2022-03-27,Idaho,37.0,0.9731,3739.72,934.93,47945.85
2022-04-03,Idaho,33.5,0.9821,3739.72,934.93,48037.95
2022-04-10,Idaho,24.1,0.9826,3949.43,934.93,48101.69
2022-04-17,Idaho,34.3,0.9786,3739.72,1409.44,48021.38
2022-04-24,Idaho,36.7,0.9792,3739.72,1240.54,48042.06
2022-05-01,Idaho,40.3,0.9732,3739.72,1620.95,47960.24
2022-05-08,Idaho,34.9,0.9795,3739.72,2801.44,47948.69
2022-05-15,Idaho,44.9,0.9798,3739.72,4038.96,47802.77
2022-05-22,Idaho,48.4,0.9781,3739.72,3043.42,47781.49
2022-05-29,Idaho,47.1,0.9818,4222.02,1997.66,47805.49
2022-06-05,Idaho,53.6,0.9729,3787.59,2288.56,47795.68
2022-06-12,Idaho,53.6,0.9758,3739.72,1863.86,47756.2
2022-06-19,Idaho,55.0,0.9712,3739.72,934.93,47715.3
2022-06-26,Idaho,65.5,0.9743,3739.72,934.93,47646.18
2022-07-03,Idaho,66.1,0.9677,4128.92,1452.25,47684.46
2022-07-10,Idaho,70.5,0.969,4416.71,1124.83,47716.64
2022-07-17,Idaho,70.8,0.9674,4594.84,1757.03,47764.17
2022-07-24,Idaho,71.8,0.9682,4090.14,2621.76,47680.58
2022-07-31,Idaho,71.2,0.9712,3883.88,3500.46,47704.0
2022-08-07,Idaho,68.5,0.9613,3739.72,2837.67,47657.43
2022-08-14,Idaho,70.3,0.9579,3739.72,2613.99,47793.39
2022-08-21,Idaho,66.9,0.9681,3739.72,2344.62,47652.79
2022-08-28,Idaho,68.9,0.9672,3739.72,1399.79,47751.42
2022-09-04,Idaho,67.1,0.9547,4090.62,1180.09,47660.19
2022-09-11,Idaho,57.0,0.9608,3739.72,934.93,47716.57
2022-09-18,Idaho,53.8,0.9573,4182.83,934.93,47700.34
2022-09-25,Idaho,55.6,0.9598,4079.01,934.93,47858.68
2022-10-02,Idaho,53.9,0.9583,4075.08,1302.31,47761.12
2022-10-09,Idaho,51.7,0.9569,3739.72,1588.83,47772.94
2022-10-16,Idaho,49.9,0.9554,3739.72,934.93,47839.08
2022-10-23,Idaho,29.9,0.9558,3739.72,934.93,47930.19
2022-10-30,Idaho,33.0,0.9553,3739.72,1185.91,47957.48
2022-11-06,Idaho,18.9,0.9573,3739.72,934.93,48087.03
2022-11-13,Idaho,11.3,0.9598,3739.72,1567.19,48135.39
2022-11-20,Idaho,23.4,0.958,3739.72,1542.06,48137.6
2022-11-27,Idaho,16.3,0.9623,3739.72,934.93,48127.44
2022-12-04,Idaho,14.3,0.9695,3739.72,1927.19,48079.92
2022-12-11,Idaho,15.6,0.9634,4503.45,934.93,48113.06
2022-12-18,Idaho,12.9,0.966,4731.77,2161.4,48145.77
2022-12-25,Idaho,27.2,0.9669,5724.41,2396.0,47956.86
2023-01-01,Idaho,13.1,0.9733,4627.58,2055.17,48047.47
2023-01-08,Idaho,23.5,0.9722,4454.23,2257.18,47954.18
2023-01-15,Idaho,14.4,0.9744,3739.72,2612.84,48090.8
2023-01-22,Idaho,19.4,0.9737,3739.72,2562.79,47949.12
2023-01-29,Idaho,10.3,0.9687,3739.72,1854.17,48098.88
2023-02-05,Idaho,22.2,0.9815,3739.72,1841.64,47917.93
2023-02-12,Idaho,16.3,0.9817,3739.72,934.93,48016.66
2023-02-19,Idaho,17.2,0.9769,3739.72,1669.68,47982.67
2023-02-26,Idaho,18.5,0.9794,3739.72,934.93,48056.05
2023-03-05,Idaho,16.4,0.9861,3739.72,2150.17,48011.69
2023-03-12,Idaho,22.7,0.9836,3739.72,1033.31,48079.1
2023-03-19,Idaho,20.6,0.9875,4135.05,2337.6,48092.08
2023-03-26,Idaho,24.5,0.99,3739.72,2175.38,48045.92
2023-04-02,Idaho,24.0,0.9839,3739.72,3005.38,48079.48
2023-04-09,Idaho,34.5,0.9823,3739.72,3832.34,48087.41
2023-04-16,Idaho,31.0,0.9875,3739.72,3409.92,48045.73
2023-04-23,Idaho,38.1,0.9889,3739.72,1929.06,47940.03
2023-04-30,Idaho,45.8,0.9862,3739.72,934.93,47836.75
2023-05-07,Idaho,42.6,0.9897,3739.72,1194.04,47931.28
2023-05-14,Idaho,53.0,0.9814,3739.72,934.93,47808.97
2023-05-21,Idaho,52.9,0.9877,3739.72,934.93,47824.44
2023-05-28,Idaho,52.2,0.9839,3739.72,934.93,47706.11
2023-06-04,Idaho,56.7,0.9864,3739.72,934.93,47683.0
2023-06-11,Idaho,55.1,0.9874,3739.72,934.93,47812.81
2023-06-18,Idaho,50.3,0.9792,3739.72,934.93,47807.23
2023-06-25,Idaho,57.8,0.98,3739.72,1158.06,47773.9
2023-07-02,Idaho,64.1,0.9781,3739.72,2014.39,47666.23
2023-07-09,Idaho,67.9,0.9745,4270.56,2303.37,47649.96
2023-07-16,Idaho,71.3,0.9757,3890.02,2090.84,47739.44
2023-07-23,Idaho,70.8,0.976,4259.68,934.93,47756.94
2023-07-30,Idaho,67.6,0.9703,4625.99,934.93,47675.69
2023-08-06,Idaho,62.1,0.9699,3830.74,1236.42,47709.38
2023-08-13,Idaho,70.9,0.968,3739.72,934.93,47694.05
2023-08-20,Idaho,63.1,0.9687,3739.72,934.93,47709.7
2023-08-27,Idaho,62.5,0.9747,3739.72,934.93,47706.0
2023-09-03,Idaho,57.4,0.9621,3739.72,934.93,47695.69
2023-09-10,Idaho,57.1,0.9685,4064.38,934.93,47729.53
2023-09-17,Idaho,50.5,0.9653,4319.91,934.93,47731.05
2023-09-24,Idaho,50.2,0.9655,3971.04,2119.2,47732.21
2023-10-01,Idaho,47.5,0.9671,3739.72,1714.81,47823.62
2023-10-08,Idaho,45.7,0.9659,3964.42,2683.62,47824.94
2023-10-15,Idaho,50.2,0.9668,3938.16,3025.81,47830.53
2023-10-22,Idaho,36.6,0.9681,3786.52,3855.15,47844.81
2023-10-29,Idaho,33.3,0.9643,3739.72,5075.39,47967.53
2023-11-05,Idaho,33.6,0.9653,3739.72,4187.8,48087.56
2023-11-12,Idaho,34.5,0.9641,3739.72,3785.01,47972.33
2023-11-19,Idaho,27.6,0.965,4631.05,4918.14,48095.92
2023-11-26,Idaho,22.4,0.9764,5560.11,5024.62,48149.94
2023-12-03,Idaho,27.3,0.9761,6647.35,3139.09,48110.08
2023-12-10,Idaho,22.0,0.9684,6826.64,2107.35,48094.85
2023-12-17,Idaho,23.8,0.9687,6802.83,1870.84,48081.79
2023-12-24,Idaho,16.3,0.9742,8329.92,2873.43,48127.04
2023-12-31,Idaho,20.4,0.9745,8169.67,2608.81,48066.07
2020-01-12,Maryland,43.7,0.9276,14048.82,5663.49,38317.17
2020-01-19,Maryland,34.0,0.9276,13884.87,4027.88,38327.96
2020-01-26,Maryland,37.6,0.9291,13984.63,3814.87,38296.55
2020-02-02,Maryland,45.1,0.938,14795.83,4873.41,38314.22
2020-02-09,Maryland,40.2,0.9358,15455.99,3975.45,38385.43
2020-02-16,Maryland,38.4,0.9315,12990.45,5641.26,38314.17
2020-02-23,Maryland,40.5,0.9392,10476.27,5819.97,38428.32
2020-03-01,Maryland,44.5,0.9446,8777.8,2423.09,38359.86
