week,state,avg_employment
2020-10-04,Hawaii,0.9293
2020-10-11,Hawaii,0.9225
2020-10-18,Hawaii,0.9287
2020-10-25,Hawaii,0.9289
2020-11-01,Hawaii,0.9221
2020-11-08,Hawaii,0.9263
2020-11-15,Hawaii,0.9281
2020-11-22,Hawaii,0.929
2020-11-29,Hawaii,0.9274
2020-12-06,Hawaii,0.9325
2020-12-13,Hawaii,0.9401
2020-12-20,Hawaii,0.935
2020-12-27,Hawaii,0.9334
2021-01-03,Hawaii,0.9424
2021-01-10,Hawaii,0.9444
2021-01-17,Hawaii,0.9431
2021-01-24,Hawaii,0.9425
2021-01-31,Hawaii,0.9414
2021-02-07,Hawaii,0.9484
2021-02-14,Hawaii,0.9488
2021-02-21,Hawaii,0.9518
2021-02-28,Hawaii,0.948
2021-03-07,Hawaii,0.9574
2021-03-14,Hawaii,0.9606
2021-03-21,Hawaii,0.9575
2021-03-28,Hawaii,0.9556
2021-04-04,Hawaii,0.9549
2021-04-11,Hawaii,0.9637
2021-04-18,Hawaii,0.9556
2021-04-25,Hawaii,0.9619
2021-05-02,Hawaii,0.9596
2021-05-09,Hawaii,0.9572
2021-05-16,Hawaii,0.9573
2021-05-23,Hawaii,0.9527
2021-05-30,Hawaii,0.9594
2021-06-06,Hawaii,0.9554
2021-06-13,Hawaii,0.9505
2021-06-20,Hawaii,0.9535
2021-06-27,Hawaii,0.9542
2021-07-04,Hawaii,0.9492
2021-07-11,Hawaii,0.9476
2021-07-18,Hawaii,0.9429
2021-07-25,Hawaii,0.9464
2021-08-01,Hawaii,0.9419
2021-08-08,Hawaii,0.944
2021-08-15,Hawaii,0.9398
2021-08-22,Hawaii,0.9484
2021-08-29,Hawaii,0.9363
2021-09-05,Hawaii,0.9354
2021-09-12,Hawaii,0.9371
2021-09-19,Hawaii,0.9369
2021-09-26,Hawaii,0.934
2021-10-03,Hawaii,0.9374
2021-10-10,Hawaii,0.9373
2021-10-17,Hawaii,0.9365
2021-10-24,Hawaii,0.9376
2021-10-31,Hawaii,0.9355
2021-11-07,Hawaii,0.934
2021-11-14,Hawaii,0.9368
2021-11-21,Hawaii,0.9396
2021-11-28,Hawaii,0.9399
2021-12-05,Hawaii,0.9447
2021-12-12,Hawaii,0.9464
2021-12-19,Hawaii,0.9432
2021-12-26,Hawaii,0.9452
2022-01-02,Hawaii,0.954
2022-01-09,Hawaii,0.9522
2022-01-16,Hawaii,0.9489
2022-01-23,Hawaii,0.9499
2022-01-30,Hawaii,0.9555
2022-02-06,Hawaii,0.9643
2022-02-13,Hawaii,0.9638
2022-02-20,Hawaii,0.9611
2022-02-27,Hawaii,0.957
2022-03-06,Hawaii,0.9659
2022-03-13,Hawaii,0.9708
2022-03-20,Hawaii,0.9681
2022-03-27,Hawaii,0.9658
2022-04-03,Hawaii,0.9704
2022-04-10,Hawaii,0.9648
2022-04-17,Hawaii,0.9668
2022-04-24,Hawaii,0.9658
2022-05-01,Hawaii,0.9688
2022-05-08,Hawaii,0.9697
2022-05-15,Hawaii,0.9673
2022-05-22,Hawaii,0.9653
2022-05-29,Hawaii,0.9681
2022-06-05,Hawaii,0.9618
2022-06-12,Hawaii,0.961
2022-06-19,Hawaii,0.9646
2022-06-26,Hawaii,0.9615
2022-07-03,Hawaii,0.9524
2022-07-10,Hawaii,0.9532
2022-07-17,Hawaii,0.9527
2022-07-24,Hawaii,0.9584
2022-07-31,Hawaii,0.9583
2022-08-07,Hawaii,0.9514
2022-08-14,Hawaii,0.9531
2022-08-21,Hawaii,0.9551
2022-08-28,Hawaii,0.9499
2022-09-04,Hawaii,0.948
2022-09-11,Hawaii,0.9423
2022-09-18,Hawaii,0.9513
2022-09-25,Hawaii,0.9436
2022-10-02,Hawaii,0.9436
2022-10-09,Hawaii,0.9441
2022-10-16,Hawaii,0.9415
2022-10-23,Hawaii,0.9464
2022-10-30,Hawaii,0.9471
2022-11-06,Hawaii,0.9479
2022-11-13,Hawaii,0.9441
2022-11-20,Hawaii,0.9548
2022-11-27,Hawaii,0.9507
2022-12-04,Hawaii,0.9622
2022-12-11,Hawaii,0.9521
2022-12-18,Hawaii,0.9575
2022-12-25,Hawaii,0.9572
2023-01-01,Hawaii,0.9611
2023-01-08,Hawaii,0.9664
2023-01-15,Hawaii,0.9611
2023-01-22,Hawaii,0.9614
2023-01-29,Hawaii,0.9523
2023-02-05,Hawaii,0.971
2023-02-12,Hawaii,0.966
2023-02-19,Hawaii,0.9685
2023-02-26,Hawaii,0.9672
2023-03-05,Hawaii,0.9745
2023-03-12,Hawaii,0.9771
2023-03-19,Hawaii,0.976
2023-03-26,Hawaii,0.9783
2023-04-02,Hawaii,0.982
2023-04-09,Hawaii,0.9772
2023-04-16,Hawaii,0.9771
2023-04-23,Hawaii,0.9816
2023-04-30,Hawaii,0.982
2023-05-07,Hawaii,0.9795
2023-05-14,Hawaii,0.9746
2023-05-21,Hawaii,0.9789
2023-05-28,Hawaii,0.9781
2023-06-04,Hawaii,0.9761
2023-06-11,Hawaii,0.9714
2023-06-18,Hawaii,0.9683
2023-06-25,Hawaii,0.9756
2023-07-02,Hawaii,0.9591
2023-07-09,Hawaii,0.9648
2023-07-16,Hawaii,0.9641
2023-07-23,Hawaii,0.9642
2023-07-30,Hawaii,0.9653
2023-08-06,Hawaii,0.9645
2023-08-13,Hawaii,0.9635
2023-08-20,Hawaii,0.9604
2023-08-27,Hawaii,0.9648
2023-09-03,Hawaii,0.9533
2023-09-10,Hawaii,0.9531
2023-09-17,Hawaii,0.9595
2023-09-24,Hawaii,0.9588
2023-10-01,Hawaii,0.954
2023-10-08,Hawaii,0.9522
2023-10-15,Hawaii,0.9602
2023-10-22,Hawaii,0.9508
2023-10-29,Hawaii,0.9543
2023-11-05,Hawaii,0.9589
2023-11-12,Hawaii,0.9638
2023-11-19,Hawaii,0.9597
2023-11-26,Hawaii,0.9602
2023-12-03,Hawaii,0.9623
2023-12-10,Hawaii,0.9659
2023-12-17,Hawaii,0.9647
2023-12-24,Hawaii,0.9598
2023-12-31,Hawaii,0.9671
2020-01-12,Idaho,0.956
2020-01-19,Idaho,0.9595
2020-01-26,Idaho,0.9521
2020-02-02,Idaho,0.9562
2020-02-09,Idaho,0.9585
2020-02-16,Idaho,0.9597
2020-02-23,Idaho,0.9562
2020-03-01,Idaho,0.9673
2020-03-08,Idaho,0.9627
2020-03-15,Idaho,0.9637
2020-03-22,Idaho,0.9643
2020-03-29,Idaho,0.9637
2020-04-05,Idaho,0.9668
2020-04-12,Idaho,0.9626
2020-04-19,Idaho,0.9629
2020-04-26,Idaho,0.9614
2020-05-03,Idaho,0.9645
2020-05-10,Idaho,0.9656
2020-05-17,Idaho,0.9648
2020-05-24,Idaho,0.9686
2020-05-31,Idaho,0.9637
2020-06-07,Idaho,0.9613
2020-06-14,Idaho,0.9561
2020-06-21,Idaho,0.9584
2020-06-28,Idaho,0.9618
2020-07-05,Idaho,0.9561
2020-07-12,Idaho,0.9528
2020-07-19,Idaho,0.9536
2020-07-26,Idaho,0.9494
2020-08-02,Idaho,0.9467
2020-08-09,Idaho,0.9506
2020-08-16,Idaho,0.9498
2020-08-23,Idaho,0.9497
2020-08-30,Idaho,0.9485
2020-09-06,Idaho,0.9439
2020-09-13,Idaho,0.9421
2020-09-20,Idaho,0.9463
2020-09-27,Idaho,0.9456
2020-10-04,Idaho,0.9443
2020-10-11,Idaho,0.9413
2020-10-18,Idaho,0.9366
2020-10-25,Idaho,0.9465
2020-11-01,Idaho,0.9436
2020-11-08,Idaho,0.9426
2020-11-15,Idaho,0.9474
2020-11-22,Idaho,0.9443
2020-11-29,Idaho,0.9488
2020-12-06,Idaho,0.9522
2020-12-13,Idaho,0.9525
2020-12-20,Idaho,0.9465
2020-12-27,Idaho,0.9544
2021-01-03,Idaho,0.958
2021-01-10,Idaho,0.9562
2021-01-17,Idaho,0.9579
2021-01-24,Idaho,0.9523
2021-01-31,Idaho,0.959
2021-02-07,Idaho,0.9611
2021-02-14,Idaho,0.9603
2021-02-21,Idaho,0.9599
2021-02-28,Idaho,0.968
2021-03-07,Idaho,0.9675
2021-03-14,Idaho,0.9741
2021-03-21,Idaho,0.968
2021-03-28,Idaho,0.9647
2021-04-04,Idaho,0.9683
2021-04-11,Idaho,0.9755
2021-04-18,Idaho,0.9714
2021-04-25,Idaho,0.9704
2021-05-02,Idaho,0.971
2021-05-09,Idaho,0.9721
2021-05-16,Idaho,0.9741
2021-05-23,Idaho,0.9753
2021-05-30,Idaho,0.97
2021-06-06,Idaho,0.9626
2021-06-13,Idaho,0.9655
2021-06-20,Idaho,0.9677
2021-06-27,Idaho,0.9641
2021-07-04,Idaho,0.958
2021-07-11,Idaho,0.962
2021-07-18,Idaho,0.961
2021-07-25,Idaho,0.9614
2021-08-01,Idaho,0.9529
2021-08-08,Idaho,0.9546
2021-08-15,Idaho,0.9526
2021-08-22,Idaho,0.9582
2021-08-29,Idaho,0.9588
2021-09-05,Idaho,0.9457
2021-09-12,Idaho,0.9486
2021-09-19,Idaho,0.947
2021-09-26,Idaho,0.9497
2021-10-03,Idaho,0.9499
2021-10-10,Idaho,0.9459
2021-10-17,Idaho,0.9476
2021-10-24,Idaho,0.9475
2021-10-31,Idaho,0.9513
2021-11-07,Idaho,0.9527
2021-11-14,Idaho,0.9505
2021-11-21,Idaho,0.9533
2021-11-28,Idaho,0.9513
2021-12-05,Idaho,0.9569
2021-12-12,Idaho,0.9628
2021-12-19,Idaho,0.962
2021-12-26,Idaho,0.9542
2022-01-02,Idaho,0.967
2022-01-09,Idaho,0.9671
2022-01-16,Idaho,0.9614
2022-01-23,Idaho,0.9674
2022-01-30,Idaho,0.9697
2022-02-06,Idaho,0.9682
2022-02-13,Idaho,0.9689
2022-02-20,Idaho,0.9749
2022-02-27,Idaho,0.9728
2022-03-06,Idaho,0.9784
2022-03-13,Idaho,0.9779
2022-03-20,Idaho,0.9782
2022-03-27,Idaho,0.9731
2022-04-03,Idaho,0.9821
2022-04-10,Idaho,0.9826
2022-04-17,Idaho,0.9786
2022-04-24,Idaho,0.9792
2022-05-01,Idaho,0.9732
2022-05-08,Idaho,0.9795
2022-05-15,Idaho,0.9798
2022-05-22,Idaho,0.9781
2022-05-29,Idaho,0.9818
2022-06-05,Idaho,0.9729
2022-06-12,Idaho,0.9758
2022-06-19,Idaho,0.9712
2022-06-26,Idaho,0.9743
2022-07-03,Idaho,0.9677
2022-07-10,Idaho,0.969
2022-07-17,Idaho,0.9674
2022-07-24,Idaho,0.9682
2022-07-31,Idaho,0.9712
2022-08-07,Idaho,0.9613
2022-08-14,Idaho,0.9579
2022-08-21,Idaho,0.9681
2022-08-28,Idaho,0.9672
2022-09-04,Idaho,0.9547
2022-09-11,Idaho,0.9608
2022-09-18,Idaho,0.9573
2022-09-25,Idaho,0.9598
2022-10-02,Idaho,0.9583
2022-10-09,Idaho,0.9569
2022-10-16,Idaho,0.9554
2022-10-23,Idaho,0.9558
2022-10-30,Idaho,0.9553
2022-11-06,Idaho,0.9573
2022-11-13,Idaho,0.9598
2022-11-20,Idaho,0.958
2022-11-27,Idaho,0.9623
2022-12-04,Idaho,0.9695
2022-12-11,Idaho,0.9634
2022-12-18,Idaho,0.966
2022-12-25,Idaho,0.9669
2023-01-01,Idaho,0.9733
2023-01-08,Idaho,0.9722
2023-01-15,Idaho,0.9744
2023-01-22,Idaho,0.9737
2023-01-29,Idaho,0.9687
2023-02-05,Idaho,0.9815
2023-02-12,Idaho,0.9817
2023-02-19,Idaho,0.9769
2023-02-26,Idaho,0.9794
2023-03-05,Idaho,0.9861
2023-03-12,Idaho,0.9836
2023-03-19,Idaho,0.9875
2023-03-26,Idaho,0.99
2023-04-02,Idaho,0.9839
2023-04-09,Idaho,0.9823
2023-04-16,Idaho,0.9875
2023-04-23,Idaho,0.9889
2023-04-30,Idaho,0.9862
2023-05-07,Idaho,0.9897
2023-05-14,Idaho,0.9814
2023-05-21,Idaho,0.9877
2023-05-28,Idaho,0.9839
2023-06-04,Idaho,0.9864
2023-06-11,Idaho,0.9874
2023-06-18,Idaho,0.9792
2023-06-25,Idaho,0.98
2023-07-02,Idaho,0.9781
2023-07-09,Idaho,0.9745
2023-07-16,Idaho,0.9757
2023-07-23,Idaho,0.976
2023-07-30,Idaho,0.9703
2023-08-06,Idaho,0.9699
2023-08-13,Idaho,0.968
2023-08-20,Idaho,0.9687
2023-08-27,Idaho,0.9747
2023-09-03,Idaho,0.9621
2023-09-10,Idaho,0.9685
2023-09-17,Idaho,0.9653
2023-09-24,Idaho,0.9655
2023-10-01,Idaho,0.9671
2023-10-08,Idaho,0.9659
2023-10-15,Idaho,0.9668
2023-10-22,Idaho,0.9681
2023-10-29,Idaho,0.9643
2023-11-05,Idaho,0.9653
2023-11-12,Idaho,0.9641
2023-11-19,Idaho,0.965
2023-11-26,Idaho,0.9764
2023-12-03,Idaho,0.9761
2023-12-10,Idaho,0.9684
2023-12-17,Idaho,0.9687
2023-12-24,Idaho,0.9742
2023-12-31,Idaho,0.9745
2020-01-12,Illinois,0.9181
2020-01-19,Illinois,0.9179
2020-01-26,Illinois,0.9246
2020-02-02,Illinois,0.9301
2020-02-09,Illinois,0.9337
2020-02-16,Illinois,0.9246
2020-02-23,Illinois,0.9273
2020-03-01,Illinois,0.9372
2020-03-08,Illinois,0.9389
2020-03-15,Illinois,0.9407
2020-03-22,Illinois,0.9391
2020-03-29,Illinois,0.9396
2020-04-05,Illinois,0.9403
2020-04-12,Illinois,0.9467
2020-04-19,Illinois,0.9391
2020-04-26,Illinois,0.944
2020-05-03,Illinois,0.9385
2020-05-10,Illinois,0.9436
2020-05-17,Illinois,0.9393
2020-05-24,Illinois,0.9452
2020-05-31,Illinois,0.9437
2020-06-07,Illinois,0.944
2020-06-14,Illinois,0.9384
2020-06-21,Illinois,0.941
2020-06-28,Illinois,0.9378
2020-07-05,Illinois,0.9327
2020-07-12,Illinois,0.9344
2020-07-19,Illinois,0.93
2020-07-26,Illinois,0.9308
2020-08-02,Illinois,0.9302
2020-08-09,Illinois,0.9285
2020-08-16,Illinois,0.9276
2020-08-23,Illinois,0.9277
2020-08-30,Illinois,0.9283
2020-09-06,Illinois,0.926
2020-09-13,Illinois,0.9275
2020-09-20,Illinois,0.9203
2020-09-27,Illinois,0.9313
2020-10-04,Illinois,0.9297
2020-10-11,Illinois,0.9192
2020-10-18,Illinois,0.9299
2020-10-25,Illinois,0.9303
2020-11-01,Illinois,0.9295
2020-11-08,Illinois,0.9261
2020-11-15,Illinois,0.9335
2020-11-22,Illinois,0.9302
2020-11-29,Illinois,0.9331
2020-12-06,Illinois,0.9437
2020-12-13,Illinois,0.9383
2020-12-20,Illinois,0.9353
2020-12-27,Illinois,0.9375
2021-01-03,Illinois,0.9437
2021-01-10,Illinois,0.9479
2021-01-17,Illinois,0.9446
2021-01-24,Illinois,0.9461
2021-01-31,Illinois,0.9442
2021-02-07,Illinois,0.9552
2021-02-14,Illinois,0.9566
2021-02-21,Illinois,0.9485
2021-02-28,Illinois,0.9578
2021-03-07,Illinois,0.9625
2021-03-14,Illinois,0.9608
2021-03-21,Illinois,0.9697
2021-03-28,Illinois,0.967
2021-04-04,Illinois,0.9632
2021-04-11,Illinois,0.9695
2021-04-18,Illinois,0.9712
2021-04-25,Illinois,0.9683
2021-05-02,Illinois,0.9676
2021-05-09,Illinois,0.968
2021-05-16,Illinois,0.9612
2021-05-23,Illinois,0.9674
2021-05-30,Illinois,0.9677
2021-06-06,Illinois,0.968
2021-06-13,Illinois,0.9652
2021-06-20,Illinois,0.9638
2021-06-27,Illinois,0.9649
2021-07-04,Illinois,0.9617
2021-07-11,Illinois,0.9585
2021-07-18,Illinois,0.9575
2021-07-25,Illinois,0.9592
2021-08-01,Illinois,0.9563
2021-08-08,Illinois,0.9554
2021-08-15,Illinois,0.9545
2021-08-22,Illinois,0.9555
2021-08-29,Illinois,0.9537
2021-09-05,Illinois,0.9501
2021-09-12,Illinois,0.9492
2021-09-19,Illinois,0.9508
2021-09-26,Illinois,0.9562
2021-10-03,Illinois,0.9475
2021-10-10,Illinois,0.9491
2021-10-17,Illinois,0.9479
2021-10-24,Illinois,0.9477
2021-10-31,Illinois,0.9521
2021-11-07,Illinois,0.9532
2021-11-14,Illinois,0.9608
2021-11-21,Illinois,0.9551
2021-11-28,Illinois,0.9603
2021-12-05,Illinois,0.965
2021-12-12,Illinois,0.962
2021-12-19,Illinois,0.9694
2021-12-26,Illinois,0.9644
2022-01-02,Illinois,0.9756
2022-01-09,Illinois,0.9758
2022-01-16,Illinois,0.9733
2022-01-23,Illinois,0.9748
2022-01-30,Illinois,0.9749
2022-02-06,Illinois,0.9771
2022-02-13,Illinois,0.9812
2022-02-20,Illinois,0.9848
2022-02-27,Illinois,0.9866
2022-03-06,Illinois,0.9855
2022-03-13,Illinois,0.9897
2022-03-20,Illinois,0.9891
2022-03-27,Illinois,0.9888
2022-04-03,Illinois,0.99
2022-04-10,Illinois,0.99
2022-04-17,Illinois,0.99
2022-04-24,Illinois,0.99
2022-05-01,Illinois,0.99
2022-05-08,Illinois,0.99
2022-05-15,Illinois,0.99
2022-05-22,Illinois,0.99
2022-05-29,Illinois,0.99
2022-06-05,Illinois,0.9851
2022-06-12,Illinois,0.9863
2022-06-19,Illinois,0.99
2022-06-26,Illinois,0.9883
2022-07-03,Illinois,0.9806
2022-07-10,Illinois,0.9818
2022-07-17,Illinois,0.9825
2022-07-24,Illinois,0.9876
2022-07-31,Illinois,0.9851
2022-08-07,Illinois,0.9748
2022-08-14,Illinois,0.9795
2022-08-21,Illinois,0.9806
2022-08-28,Illinois,0.979
2022-09-04,Illinois,0.9792
2022-09-11,Illinois,0.9749
2022-09-18,Illinois,0.98
2022-09-25,Illinois,0.9789
2022-10-02,Illinois,0.9785
2022-10-09,Illinois,0.9729
2022-10-16,Illinois,0.977
2022-10-23,Illinois,0.977
2022-10-30,Illinois,0.9734
2022-11-06,Illinois,0.9833
2022-11-13,Illinois,0.9781
2022-11-20,Illinois,0.9792
2022-11-27,Illinois,0.9784
2022-12-04,Illinois,0.9892
2022-12-11,Illinois,0.983
2022-12-18,Illinois,0.9899
2022-12-25,Illinois,0.99
2023-01-01,Illinois,0.99
2023-01-08,Illinois,0.99
2023-01-15,Illinois,0.99
2023-01-22,Illinois,0.99
2023-01-29,Illinois,0.99
2023-02-05,Illinois,0.99
2023-02-12,Illinois,0.99
2023-02-19,Illinois,0.99
2023-02-26,Illinois,0.99
2023-03-05,Illinois,0.99
2023-03-12,Illinois,0.99
2023-03-19,Illinois,0.99
2023-03-26,Illinois,0.99
2023-04-02,Illinois,0.99
2023-04-09,Illinois,0.99
2023-04-16,Illinois,0.99
2023-04-23,Illinois,0.99
2023-04-30,Illinois,0.99
2023-05-07,Illinois,0.99
2023-05-14,Illinois,0.99
2023-05-21,Illinois,0.99
2023-05-28,Illinois,0.99
2023-06-04,Illinois,0.99
2023-06-11,Illinois,0.99
2023-06-18,Illinois,0.99
2023-06-25,Illinois,0.99
2023-07-02,Illinois,0.99
2023-07-09,Illinois,0.99
2023-07-16,Illinois,0.99
2023-07-23,Illinois,0.99
2023-07-30,Illinois,0.99
2023-08-06,Illinois,0.99
2023-08-13,Illinois,0.99
2023-08-20,Illinois,0.99
2023-08-27,Illinois,0.99
2023-09-03,Illinois,0.99
2023-09-10,Illinois,0.99
2023-09-17,Illinois,0.99
2023-09-24,Illinois,0.99
2023-10-01,Illinois,0.99
2023-10-08,Illinois,0.99
2023-10-15,Illinois,0.99
2023-10-22,Illinois,0.99
2023-10-29,Illinois,0.99
2023-11-05,Illinois,0.99
2023-11-12,Illinois,0.99
2023-11-19,Illinois,0.99
2023-11-26,Illinois,0.99
2023-12-03,Illinois,0.99
2023-12-10,Illinois,0.99
2023-12-17,Illinois,0.99
2023-12-24,Illinois,0.99
2023-12-31,Illinois,0.99
2020-01-12,Indiana,0.9006
2020-01-19,Indiana,0.9085
2020-01-26,Indiana,0.9104
2020-02-02,Indiana,0.9096
2020-02-09,Indiana,0.913
2020-02-16,Indiana,0.9144
2020-02-23,Indiana,0.9085
2020-03-01,Indiana,0.9131
2020-03-08,Indiana,0.9187
2020-03-15,Indiana,0.9204
2020-03-22,Indiana,0.9174
2020-03-29,Indiana,0.9134
2020-04-05,Indiana,0.9237
2020-04-12,Indiana,0.9165
2020-04-19,Indiana,0.9175
2020-04-26,Indiana,0.9199
2020-05-03,Indiana,0.9226
2020-05-10,Indiana,0.9209
2020-05-17,Indiana,0.9199
2020-05-24,Indiana,0.9204
2020-05-31,Indiana,0.9195
2020-06-07,Indiana,0.918
2020-06-14,Indiana,0.9091
2020-06-21,Indiana,0.9161
2020-06-28,Indiana,0.9181
2020-07-05,Indiana,0.9095
2020-07-12,Indiana,0.9145
2020-07-19,Indiana,0.9131
2020-07-26,Indiana,0.9194
2020-08-02,Indiana,0.9144
2020-08-09,Indiana,0.9087
2020-08-16,Indiana,0.91
2020-08-23,Indiana,0.9106
2020-08-30,Indiana,0.9098
2020-09-06,Indiana,0.9086
2020-09-13,Indiana,0.9061
2020-09-20,Indiana,0.9054
2020-09-27,Indiana,0.911
2020-10-04,Indiana,0.9101
2020-10-11,Indiana,0.9062
2020-10-18,Indiana,0.9117
2020-10-25,Indiana,0.9075
2020-11-01,Indiana,0.9118
2020-11-08,Indiana,0.9138
2020-11-15,Indiana,0.9116
2020-11-22,Indiana,0.9135
2020-11-29,Indiana,0.9109
2020-12-06,Indiana,0.9158
2020-12-13,Indiana,0.9161
2020-12-20,Indiana,0.9148
2020-12-27,Indiana,0.9169
2021-01-03,Indiana,0.918
2021-01-10,Indiana,0.9215
2021-01-17,Indiana,0.9225
2021-01-24,Indiana,0.9229
2021-01-31,Indiana,0.9234
2021-02-07,Indiana,0.929
2021-02-14,Indiana,0.931
2021-02-21,Indiana,0.9326
2021-02-28,Indiana,0.9284
2021-03-07,Indiana,0.9306
2021-03-14,Indiana,0.9314
2021-03-21,Indiana,0.9335
2021-03-28,Indiana,0.9343
2021-04-04,Indiana,0.9346
2021-04-11,Indiana,0.9334
2021-04-18,Indiana,0.9363
2021-04-25,Indiana,0.9386
2021-05-02,Indiana,0.9389
2021-05-09,Indiana,0.9359
2021-05-16,Indiana,0.9367
2021-05-23,Indiana,0.9355
2021-05-30,Indiana,0.9385
2021-06-06,Indiana,0.933
2021-06-13,Indiana,0.9376
2021-06-20,Indiana,0.9309
2021-06-27,Indiana,0.9355
2021-07-04,Indiana,0.9331
2021-07-11,Indiana,0.9331
2021-07-18,Indiana,0.941
2021-07-25,Indiana,0.9344
2021-08-01,Indiana,0.9259
2021-08-08,Indiana,0.929
2021-08-15,Indiana,0.9243
2021-08-22,Indiana,0.9298
2021-08-29,Indiana,0.9279
2021-09-05,Indiana,0.93
2021-09-12,Indiana,0.926
2021-09-19,Indiana,0.9277
2021-09-26,Indiana,0.9265
2021-10-03,Indiana,0.9327
2021-10-10,Indiana,0.9269
2021-10-17,Indiana,0.9337
2021-10-24,Indiana,0.931
2021-10-31,Indiana,0.9304
2021-11-07,Indiana,0.9317
2021-11-14,Indiana,0.9322
2021-11-21,Indiana,0.9256
2021-11-28,Indiana,0.9309
2021-12-05,Indiana,0.9381
2021-12-12,Indiana,0.9358
2021-12-19,Indiana,0.9321
2021-12-26,Indiana,0.9365
2022-01-02,Indiana,0.9469
2022-01-09,Indiana,0.9459
2022-01-16,Indiana,0.9424
2022-01-23,Indiana,0.9458
2022-01-30,Indiana,0.9422
2022-02-06,Indiana,0.9433
2022-02-13,Indiana,0.9461
2022-02-20,Indiana,0.9539
2022-02-27,Indiana,0.9487
2022-03-06,Indiana,0.9527
2022-03-13,Indiana,0.9529
2022-03-20,Indiana,0.9599
2022-03-27,Indiana,0.9594
2022-04-03,Indiana,0.9628
2022-04-10,Indiana,0.9561
2022-04-17,Indiana,0.9578
2022-04-24,Indiana,0.9528
2022-05-01,Indiana,0.9608
2022-05-08,Indiana,0.9533
2022-05-15,Indiana,0.9578
2022-05-22,Indiana,0.9542
2022-05-29,Indiana,0.9561
2022-06-05,Indiana,0.9522
2022-06-12,Indiana,0.9533
2022-06-19,Indiana,0.9539
2022-06-26,Indiana,0.9542
2022-07-03,Indiana,0.954
2022-07-10,Indiana,0.9485
2022-07-17,Indiana,0.9529
2022-07-24,Indiana,0.9562
2022-07-31,Indiana,0.9514
2022-08-07,Indiana,0.9464
2022-08-14,Indiana,0.9482
2022-08-21,Indiana,0.9528
2022-08-28,Indiana,0.9502
2022-09-04,Indiana,0.9449
2022-09-11,Indiana,0.9483
2022-09-18,Indiana,0.9439
2022-09-25,Indiana,0.9497
2022-10-02,Indiana,0.9479
2022-10-09,Indiana,0.9462
2022-10-16,Indiana,0.9449
2022-10-23,Indiana,0.9452
2022-10-30,Indiana,0.9498
2022-11-06,Indiana,0.9535
2022-11-13,Indiana,0.9483
2022-11-20,Indiana,0.952
2022-11-27,Indiana,0.9447
2022-12-04,Indiana,0.9531
2022-12-11,Indiana,0.9551
2022-12-18,Indiana,0.9528
2022-12-25,Indiana,0.9531
2023-01-01,Indiana,0.9591
2023-01-08,Indiana,0.9623
2023-01-15,Indiana,0.9612
2023-01-22,Indiana,0.9555
2023-01-29,Indiana,0.9562
2023-02-05,Indiana,0.9659
2023-02-12,Indiana,0.9694
2023-02-19,Indiana,0.9602
2023-02-26,Indiana,0.9673
2023-03-05,Indiana,0.9711
2023-03-12,Indiana,0.9772
2023-03-19,Indiana,0.9723
2023-03-26,Indiana,0.9749
2023-04-02,Indiana,0.9759
2023-04-09,Indiana,0.9694
2023-04-16,Indiana,0.9785
2023-04-23,Indiana,0.9772
2023-04-30,Indiana,0.9784
2023-05-07,Indiana,0.9878
2023-05-14,Indiana,0.9701
2023-05-21,Indiana,0.9819
2023-05-28,Indiana,0.9762
2023-06-04,Indiana,0.9748
2023-06-11,Indiana,0.9742
2023-06-18,Indiana,0.9735
2023-06-25,Indiana,0.9734
2023-07-02,Indiana,0.9717
2023-07-09,Indiana,0.9665
2023-07-16,Indiana,0.9737
2023-07-23,Indiana,0.9706
2023-07-30,Indiana,0.9688
2023-08-06,Indiana,0.9664
2023-08-13,Indiana,0.9719
2023-08-20,Indiana,0.9669
2023-08-27,Indiana,0.9699
2023-09-03,Indiana,0.9636
2023-09-10,Indiana,0.9684
2023-09-17,Indiana,0.9685
2023-09-24,Indiana,0.9724
2023-10-01,Indiana,0.9654
2023-10-08,Indiana,0.9683
2023-10-15,Indiana,0.967
2023-10-22,Indiana,0.9709
2023-10-29,Indiana,0.9653
2023-11-05,Indiana,0.9713
2023-11-12,Indiana,0.9689
2023-11-19,Indiana,0.9696
2023-11-26,Indiana,0.9705
2023-12-03,Indiana,0.9748
2023-12-10,Indiana,0.9741
2023-12-17,Indiana,0.9754
2023-12-24,Indiana,0.9799
2023-12-31,Indiana,0.9785
2020-01-12,Iowa,0.9232
2020-01-19,Iowa,0.9243
2020-01-26,Iowa,0.9203
2020-02-02,Iowa,0.9275
2020-02-09,Iowa,0.9339
2020-02-16,Iowa,0.9345
2020-02-23,Iowa,0.9286
2020-03-01,Iowa,0.9334
2020-03-08,Iowa,0.9374
2020-03-15,Iowa,0.9358
2020-03-22,Iowa,0.9362
2020-03-29,Iowa,0.9354
2020-04-05,Iowa,0.9401
2020-04-12,Iowa,0.9385
2020-04-19,Iowa,0.9391
2020-04-26,Iowa,0.9438
2020-05-03,Iowa,0.9414
2020-05-10,Iowa,0.9435
2020-05-17,Iowa,0.9376
2020-05-24,Iowa,0.943
2020-05-31,Iowa,0.9497
2020-06-07,Iowa,0.9379
2020-06-14,Iowa,0.942
2020-06-21,Iowa,0.9424
2020-06-28,Iowa,0.9431
2020-07-05,Iowa,0.9347
