week,state,avg_temp
2021-04-18,Illinois,44.8
2021-04-25,Illinois,60.8
2021-05-02,Illinois,56.4
2021-05-09,Illinois,51.2
2021-05-16,Illinois,67.5
2021-05-23,Illinois,66.6
2021-05-30,Illinois,65.4
2021-06-06,Illinois,76.2
2021-06-13,Illinois,76.1
2021-06-20,Illinois,72.3
2021-06-27,Illinois,72.7
2021-07-04,Illinois,73.3
2021-07-11,Illinois,71.9
2021-07-18,Illinois,75.1
2021-07-25,Illinois,75.2
2021-08-01,Illinois,71.1
2021-08-08,Illinois,77.0
2021-08-15,Illinois,73.4
2021-08-22,Illinois,78.5
2021-08-29,Illinois,72.3
2021-09-05,Illinois,70.0
2021-09-12,Illinois,74.0
2021-09-19,Illinois,65.7
2021-09-26,Illinois,71.4
2021-10-03,Illinois,67.0
2021-10-10,Illinois,63.7
2021-10-17,Illinois,54.0
2021-10-24,Illinois,50.6
2021-10-31,Illinois,40.5
2021-11-07,Illinois,48.0
2021-11-14,Illinois,39.5
2021-11-21,Illinois,36.0
2021-11-28,Illinois,40.8
2021-12-05,Illinois,35.6
2021-12-12,Illinois,42.7
2021-12-19,Illinois,37.5
2021-12-26,Illinois,39.8
2022-01-02,Illinois,18.5
2022-01-09,Illinois,28.3
2022-01-16,Illinois,22.2
2022-01-23,Illinois,21.2
2022-01-30,Illinois,21.2
2022-02-06,Illinois,24.2
2022-02-13,Illinois,25.2
2022-02-20,Illinois,31.5
2022-02-27,Illinois,41.0
2022-03-06,Illinois,30.3
2022-03-13,Illinois,48.7
2022-03-20,Illinois,46.4
2022-03-27,Illinois,38.1
2022-04-03,Illinois,43.8
2022-04-10,Illinois,51.5
2022-04-17,Illinois,51.0
2022-04-24,Illinois,54.5
2022-05-01,Illinois,53.6
2022-05-08,Illinois,72.2
2022-05-15,Illinois,67.3
2022-05-22,Illinois,61.4
2022-05-29,Illinois,70.9
2022-06-05,Illinois,68.2
2022-06-12,Illinois,78.5
2022-06-19,Illinois,76.3
2022-06-26,Illinois,73.0
2022-07-03,Illinois,77.9
2022-07-10,Illinois,74.3
2022-07-17,Illinois,77.8
2022-07-24,Illinois,73.3
2022-07-31,Illinois,78.1
2022-08-07,Illinois,73.8
2022-08-14,Illinois,72.4
2022-08-21,Illinois,72.6
2022-08-28,Illinois,73.8
2022-09-04,Illinois,70.1
2022-09-11,Illinois,67.9
2022-09-18,Illinois,69.2
2022-09-25,Illinois,56.5
2022-10-02,Illinois,56.6
2022-10-09,Illinois,54.3
2022-10-16,Illinois,47.6
2022-10-23,Illinois,55.1
2022-10-30,Illinois,57.4
2022-11-06,Illinois,49.1
2022-11-13,Illinois,29.1
2022-11-20,Illinois,38.1
2022-11-27,Illinois,37.0
2022-12-04,Illinois,37.6
2022-12-11,Illinois,34.1
2022-12-18,Illinois,17.2
2022-12-25,Illinois,30.5
2023-01-01,Illinois,38.7
2023-01-08,Illinois,33.9
2023-01-15,Illinois,36.4
2023-01-22,Illinois,30.0
2023-01-29,Illinois,21.4
2023-02-05,Illinois,36.8
2023-02-12,Illinois,37.4
2023-02-19,Illinois,37.9
2023-02-26,Illinois,41.4
2023-03-05,Illinois,41.8
2023-03-12,Illinois,33.6
2023-03-19,Illinois,40.0
2023-03-26,Illinois,45.1
2023-04-02,Illinois,51.8
2023-04-09,Illinois,60.9
2023-04-16,Illinois,50.7
2023-04-23,Illinois,48.1
2023-04-30,Illinois,54.0
2023-05-07,Illinois,68.3
2023-05-14,Illinois,64.6
2023-05-21,Illinois,67.5
2023-05-28,Illinois,76.2
2023-06-04,Illinois,70.9
2023-06-11,Illinois,68.0
2023-06-18,Illinois,77.3
2023-06-25,Illinois,74.8
2023-07-02,Illinois,73.1
2023-07-09,Illinois,73.5
2023-07-16,Illinois,72.0
2023-07-23,Illinois,78.8
2023-07-30,Illinois,74.2
2023-08-06,Illinois,71.2
2023-08-13,Illinois,69.0
2023-08-20,Illinois,81.1
2023-08-27,Illinois,67.6
2023-09-03,Illinois,72.8
2023-09-10,Illinois,63.9
2023-09-17,Illinois,66.4
2023-09-24,Illinois,67.5
2023-10-01,Illinois,65.2
2023-10-08,Illinois,54.7
2023-10-15,Illinois,53.0
2023-10-22,Illinois,58.7
2023-10-29,Illinois,40.8
2023-11-05,Illinois,50.5
2023-11-12,Illinois,48.0
2023-11-19,Illinois,39.4
2023-11-26,Illinois,33.6
2023-12-03,Illinois,41.0
2023-12-10,Illinois,35.4
2023-12-17,Illinois,38.5
2023-12-24,Illinois,40.8
2023-12-31,Illinois,31.4
2020-01-12,Indiana,34.9
2020-01-19,Indiana,27.9
2020-01-26,Indiana,33.2
2020-02-02,Indiana,37.4
2020-02-09,Indiana,28.9
2020-02-16,Indiana,32.6
2020-02-23,Indiana,32.9
2020-03-01,Indiana,41.7
2020-03-08,Indiana,46.1
2020-03-15,Indiana,43.0
2020-03-22,Indiana,47.7
2020-03-29,Indiana,49.3
2020-04-05,Indiana,52.2
2020-04-12,Indiana,41.9
2020-04-19,Indiana,51.9
2020-04-26,Indiana,55.4
2020-05-03,Indiana,51.0
2020-05-10,Indiana,55.6
2020-05-17,Indiana,63.1
2020-05-24,Indiana,70.8
2020-05-31,Indiana,71.8
2020-06-07,Indiana,73.8
2020-06-14,Indiana,73.3
2020-06-21,Indiana,73.5
2020-06-28,Indiana,78.2
2020-07-05,Indiana,80.0
2020-07-12,Indiana,76.2
2020-07-19,Indiana,77.4
2020-07-26,Indiana,75.4
2020-08-02,Indiana,68.6
2020-08-09,Indiana,75.3
2020-08-16,Indiana,71.7
2020-08-23,Indiana,78.2
2020-08-30,Indiana,71.4
2020-09-06,Indiana,72.7
2020-09-13,Indiana,63.3
2020-09-20,Indiana,63.3
2020-09-27,Indiana,57.0
2020-10-04,Indiana,60.0
2020-10-11,Indiana,56.9
2020-10-18,Indiana,56.0
2020-10-25,Indiana,45.4
2020-11-01,Indiana,49.9
2020-11-08,Indiana,51.6
2020-11-15,Indiana,46.3
2020-11-22,Indiana,43.1
2020-11-29,Indiana,34.2
2020-12-06,Indiana,39.4
2020-12-13,Indiana,32.2
2020-12-20,Indiana,31.6
2020-12-27,Indiana,33.1
2021-01-03,Indiana,32.0
2021-01-10,Indiana,31.2
2021-01-17,Indiana,29.4
2021-01-24,Indiana,29.1
2021-01-31,Indiana,28.0
2021-02-07,Indiana,18.8
2021-02-14,Indiana,13.6
2021-02-21,Indiana,37.5
2021-02-28,Indiana,38.6
2021-03-07,Indiana,48.5
2021-03-14,Indiana,42.4
2021-03-21,Indiana,53.3
2021-03-28,Indiana,43.0
2021-04-04,Indiana,61.1
2021-04-11,Indiana,49.6
2021-04-18,Indiana,45.2
2021-04-25,Indiana,59.3
2021-05-02,Indiana,55.0
2021-05-09,Indiana,51.3
2021-05-16,Indiana,66.8
2021-05-23,Indiana,68.0
2021-05-30,Indiana,65.0
2021-06-06,Indiana,74.2
2021-06-13,Indiana,73.7
2021-06-20,Indiana,72.5
2021-06-27,Indiana,74.7
2021-07-04,Indiana,74.9
2021-07-11,Indiana,73.7
2021-07-18,Indiana,74.7
2021-07-25,Indiana,76.6
2021-08-01,Indiana,71.9
2021-08-08,Indiana,78.4
2021-08-15,Indiana,75.0
2021-08-22,Indiana,79.9
2021-08-29,Indiana,72.0
2021-09-05,Indiana,70.5
2021-09-12,Indiana,74.5
2021-09-19,Indiana,64.5
2021-09-26,Indiana,67.9
2021-10-03,Indiana,67.7
2021-10-10,Indiana,66.4
2021-10-17,Indiana,54.7
2021-10-24,Indiana,52.5
2021-10-31,Indiana,41.3
2021-11-07,Indiana,47.7
2021-11-14,Indiana,39.8
2021-11-21,Indiana,36.7
2021-11-28,Indiana,40.3
2021-12-05,Indiana,37.9
2021-12-12,Indiana,43.4
2021-12-19,Indiana,38.6
2021-12-26,Indiana,44.8
2022-01-02,Indiana,23.5
2022-01-09,Indiana,29.5
2022-01-16,Indiana,25.1
2022-01-23,Indiana,21.3
2022-01-30,Indiana,26.2
2022-02-06,Indiana,27.2
2022-02-13,Indiana,30.2
2022-02-20,Indiana,35.4
2022-02-27,Indiana,41.5
2022-03-06,Indiana,36.4
2022-03-13,Indiana,48.7
2022-03-20,Indiana,46.8
2022-03-27,Indiana,39.0
2022-04-03,Indiana,44.2
2022-04-10,Indiana,53.9
2022-04-17,Indiana,51.2
2022-04-24,Indiana,55.9
2022-05-01,Indiana,57.2
2022-05-08,Indiana,69.2
2022-05-15,Indiana,68.9
2022-05-22,Indiana,62.6
2022-05-29,Indiana,71.2
2022-06-05,Indiana,67.1
2022-06-12,Indiana,78.6
2022-06-19,Indiana,75.7
2022-06-26,Indiana,74.9
2022-07-03,Indiana,78.3
2022-07-10,Indiana,74.8
2022-07-17,Indiana,77.6
2022-07-24,Indiana,74.5
2022-07-31,Indiana,76.3
2022-08-07,Indiana,73.4
2022-08-14,Indiana,71.5
2022-08-21,Indiana,72.2
2022-08-28,Indiana,74.4
2022-09-04,Indiana,71.0
2022-09-11,Indiana,67.6
2022-09-18,Indiana,69.0
2022-09-25,Indiana,56.9
2022-10-02,Indiana,56.0
2022-10-09,Indiana,55.3
2022-10-16,Indiana,48.4
2022-10-23,Indiana,56.3
2022-10-30,Indiana,58.4
2022-11-06,Indiana,49.8
2022-11-13,Indiana,30.6
2022-11-20,Indiana,38.0
2022-11-27,Indiana,40.0
2022-12-04,Indiana,39.0
2022-12-11,Indiana,36.5
2022-12-18,Indiana,20.3
2022-12-25,Indiana,32.8
2023-01-01,Indiana,42.7
2023-01-08,Indiana,35.4
2023-01-15,Indiana,37.8
2023-01-22,Indiana,31.9
2023-01-29,Indiana,26.2
2023-02-05,Indiana,39.7
2023-02-12,Indiana,40.5
2023-02-19,Indiana,43.2
2023-02-26,Indiana,44.9
2023-03-05,Indiana,42.4
2023-03-12,Indiana,34.3
2023-03-19,Indiana,41.8
2023-03-26,Indiana,45.3
2023-04-02,Indiana,52.1
2023-04-09,Indiana,59.4
2023-04-16,Indiana,52.2
2023-04-23,Indiana,46.9
2023-04-30,Indiana,51.4
2023-05-07,Indiana,66.2
2023-05-14,Indiana,62.6
2023-05-21,Indiana,65.9
2023-05-28,Indiana,74.8
2023-06-04,Indiana,70.0
2023-06-11,Indiana,65.1
2023-06-18,Indiana,72.9
2023-06-25,Indiana,73.9
2023-07-02,Indiana,74.4
2023-07-09,Indiana,74.5
2023-07-16,Indiana,73.5
2023-07-23,Indiana,77.5
2023-07-30,Indiana,74.0
2023-08-06,Indiana,72.2
2023-08-13,Indiana,69.2
2023-08-20,Indiana,80.3
2023-08-27,Indiana,68.9
2023-09-03,Indiana,73.4
2023-09-10,Indiana,64.8
2023-09-17,Indiana,65.7
2023-09-24,Indiana,66.4
2023-10-01,Indiana,65.2
2023-10-08,Indiana,55.0
2023-10-15,Indiana,52.8
2023-10-22,Indiana,59.8
2023-10-29,Indiana,43.3
2023-11-05,Indiana,52.1
2023-11-12,Indiana,46.9
2023-11-19,Indiana,40.9
2023-11-26,Indiana,35.6
2023-12-03,Indiana,41.4
2023-12-10,Indiana,35.2
2023-12-17,Indiana,38.0
2023-12-24,Indiana,42.5
2023-12-31,Indiana,32.7
2020-01-12,Iowa,17.4
2020-01-19,Iowa,16.8
2020-01-26,Iowa,25.9
2020-02-02,Iowa,21.7
2020-02-09,Iowa,16.6
2020-02-16,Iowa,24.4
2020-02-23,Iowa,31.5
2020-03-01,Iowa,40.0
2020-03-08,Iowa,42.5
2020-03-15,Iowa,37.3
2020-03-22,Iowa,44.1
2020-03-29,Iowa,43.7
2020-04-05,Iowa,48.4
2020-04-12,Iowa,36.1
2020-04-19,Iowa,53.8
2020-04-26,Iowa,58.6
2020-05-03,Iowa,51.5
2020-05-10,Iowa,54.1
2020-05-17,Iowa,60.4
2020-05-24,Iowa,67.3
2020-05-31,Iowa,73.9
2020-06-07,Iowa,71.3
2020-06-14,Iowa,71.5
2020-06-21,Iowa,70.8
2020-06-28,Iowa,76.6
2020-07-05,Iowa,77.9
2020-07-12,Iowa,74.7
2020-07-19,Iowa,75.1
2020-07-26,Iowa,75.0
2020-08-02,Iowa,69.0
2020-08-09,Iowa,75.0
2020-08-16,Iowa,71.8
2020-08-23,Iowa,79.8
2020-08-30,Iowa,68.0
2020-09-06,Iowa,59.1
2020-09-13,Iowa,62.2
2020-09-20,Iowa,67.7
2020-09-27,Iowa,54.4
2020-10-04,Iowa,61.5
2020-10-11,Iowa,55.8
2020-10-18,Iowa,38.6
2020-10-25,Iowa,35.8
2020-11-01,Iowa,51.2
2020-11-08,Iowa,44.1
2020-11-15,Iowa,42.1
2020-11-22,Iowa,36.6
2020-11-29,Iowa,30.2
2020-12-06,Iowa,34.2
2020-12-13,Iowa,19.3
2020-12-20,Iowa,26.4
2020-12-27,Iowa,19.7
2021-01-03,Iowa,23.9
2021-01-10,Iowa,29.0
2021-01-17,Iowa,21.0
2021-01-24,Iowa,18.3
2021-01-31,Iowa,18.9
2021-02-07,Iowa,-5.4
2021-02-14,Iowa,-1.0
2021-02-21,Iowa,29.2
2021-02-28,Iowa,33.1
2021-03-07,Iowa,49.1
2021-03-14,Iowa,38.9
2021-03-21,Iowa,47.4
2021-03-28,Iowa,43.7
2021-04-04,Iowa,58.2
2021-04-11,Iowa,45.6
2021-04-18,Iowa,43.7
2021-04-25,Iowa,61.2
2021-05-02,Iowa,56.4
2021-05-09,Iowa,53.5
2021-05-16,Iowa,65.7
2021-05-23,Iowa,62.7
2021-05-30,Iowa,66.8
2021-06-06,Iowa,79.5
2021-06-13,Iowa,78.8
2021-06-20,Iowa,71.2
2021-06-27,Iowa,73.9
2021-07-04,Iowa,74.3
2021-07-11,Iowa,70.9
2021-07-18,Iowa,76.3
2021-07-25,Iowa,78.7
2021-08-01,Iowa,72.1
2021-08-08,Iowa,76.1
2021-08-15,Iowa,74.0
2021-08-22,Iowa,79.1
2021-08-29,Iowa,70.4
2021-09-05,Iowa,71.0
2021-09-12,Iowa,71.5
2021-09-19,Iowa,64.4
2021-09-26,Iowa,72.0
2021-10-03,Iowa,67.7
2021-10-10,Iowa,58.2
2021-10-17,Iowa,52.1
2021-10-24,Iowa,47.0
2021-10-31,Iowa,42.1
2021-11-07,Iowa,46.0
2021-11-14,Iowa,37.5
2021-11-21,Iowa,34.4
2021-11-28,Iowa,41.9
2021-12-05,Iowa,30.3
2021-12-12,Iowa,38.6
2021-12-19,Iowa,30.7
2021-12-26,Iowa,23.7
2022-01-02,Iowa,10.6
2022-01-09,Iowa,23.6
2022-01-16,Iowa,11.1
2022-01-23,Iowa,9.7
2022-01-30,Iowa,12.9
2022-02-06,Iowa,24.8
2022-02-13,Iowa,23.6
2022-02-20,Iowa,21.8
2022-02-27,Iowa,39.2
2022-03-06,Iowa,22.7
2022-03-13,Iowa,42.3
2022-03-20,Iowa,43.3
2022-03-27,Iowa,35.7
2022-04-03,Iowa,40.6
2022-04-10,Iowa,44.3
2022-04-17,Iowa,47.8
2022-04-24,Iowa,49.4
2022-05-01,Iowa,51.6
2022-05-08,Iowa,72.1
2022-05-15,Iowa,64.0
2022-05-22,Iowa,57.0
2022-05-29,Iowa,68.1
2022-06-05,Iowa,66.8
2022-06-12,Iowa,76.0
2022-06-19,Iowa,77.5
2022-06-26,Iowa,73.3
2022-07-03,Iowa,75.7
2022-07-10,Iowa,75.5
2022-07-17,Iowa,77.7
2022-07-24,Iowa,71.4
2022-07-31,Iowa,78.4
2022-08-07,Iowa,73.3
2022-08-14,Iowa,69.1
2022-08-21,Iowa,71.4
2022-08-28,Iowa,72.6
2022-09-04,Iowa,68.7
2022-09-11,Iowa,67.0
2022-09-18,Iowa,66.6
2022-09-25,Iowa,56.8
2022-10-02,Iowa,57.0
2022-10-09,Iowa,53.4
2022-10-16,Iowa,45.7
2022-10-23,Iowa,52.4
2022-10-30,Iowa,53.5
2022-11-06,Iowa,44.2
2022-11-13,Iowa,25.0
2022-11-20,Iowa,35.9
2022-11-27,Iowa,30.6
2022-12-04,Iowa,31.6
2022-12-11,Iowa,28.0
2022-12-18,Iowa,4.4
2022-12-25,Iowa,22.1
2023-01-01,Iowa,29.2
2023-01-08,Iowa,27.9
2023-01-15,Iowa,31.9
2023-01-22,Iowa,19.2
2023-01-29,Iowa,6.1
2023-02-05,Iowa,31.1
2023-02-12,Iowa,30.1
2023-02-19,Iowa,26.7
2023-02-26,Iowa,36.5
2023-03-05,Iowa,34.2
2023-03-12,Iowa,26.6
2023-03-19,Iowa,37.7
2023-03-26,Iowa,38.8
2023-04-02,Iowa,46.4
2023-04-09,Iowa,61.9
2023-04-16,Iowa,45.8
2023-04-23,Iowa,48.0
2023-04-30,Iowa,54.9
2023-05-07,Iowa,67.3
2023-05-14,Iowa,60.9
2023-05-21,Iowa,65.9
2023-05-28,Iowa,73.5
2023-06-04,Iowa,71.6
2023-06-11,Iowa,68.5
2023-06-18,Iowa,75.7
2023-06-25,Iowa,73.3
2023-07-02,Iowa,70.3
2023-07-09,Iowa,72.4
2023-07-16,Iowa,70.4
2023-07-23,Iowa,78.5
2023-07-30,Iowa,75.0
2023-08-06,Iowa,71.9
2023-08-13,Iowa,69.6
2023-08-20,Iowa,83.0
2023-08-27,Iowa,71.4
2023-09-03,Iowa,73.2
2023-09-10,Iowa,64.3
2023-09-17,Iowa,66.8
2023-09-24,Iowa,67.8
2023-10-01,Iowa,64.9
2023-10-08,Iowa,52.9
2023-10-15,Iowa,53.3
2023-10-22,Iowa,55.2
2023-10-29,Iowa,36.6
2023-11-05,Iowa,47.0
2023-11-12,Iowa,48.3
2023-11-19,Iowa,36.1
2023-11-26,Iowa,28.9
2023-12-03,Iowa,35.8
2023-12-10,Iowa,33.4
2023-12-17,Iowa,36.8
2023-12-24,Iowa,36.6
2023-12-31,Iowa,28.8
2020-01-12,Kansas,33.1
2020-01-19,Kansas,28.6
2020-01-26,Kansas,35.0
2020-02-02,Kansas,35.8
2020-02-09,Kansas,30.8
2020-02-16,Kansas,35.5
2020-02-23,Kansas,39.8
2020-03-01,Kansas,48.0
2020-03-08,Kansas,48.1
2020-03-15,Kansas,44.7
2020-03-22,Kansas,53.0
2020-03-29,Kansas,49.9
2020-04-05,Kansas,58.0
2020-04-12,Kansas,43.4
2020-04-19,Kansas,58.4
2020-04-26,Kansas,63.8
2020-05-03,Kansas,56.9
2020-05-10,Kansas,56.3
2020-05-17,Kansas,63.5
2020-05-24,Kansas,67.8
2020-05-31,Kansas,78.7
2020-06-07,Kansas,78.2
2020-06-14,Kansas,79.8
2020-06-21,Kansas,79.6
2020-06-28,Kansas,82.2
2020-07-05,Kansas,82.1
2020-07-12,Kansas,80.8
2020-07-19,Kansas,80.0
2020-07-26,Kansas,75.8
2020-08-02,Kansas,73.8
2020-08-09,Kansas,80.4
2020-08-16,Kansas,75.2
2020-08-23,Kansas,80.7
2020-08-30,Kansas,74.1
2020-09-06,Kansas,65.0
2020-09-13,Kansas,67.2
2020-09-20,Kansas,70.8
2020-09-27,Kansas,59.5
2020-10-04,Kansas,68.7
2020-10-11,Kansas,63.1
2020-10-18,Kansas,48.0
2020-10-25,Kansas,40.5
2020-11-01,Kansas,57.1
2020-11-08,Kansas,50.2
2020-11-15,Kansas,52.7
2020-11-22,Kansas,42.5
2020-11-29,Kansas,36.9
2020-12-06,Kansas,42.3
2020-12-13,Kansas,32.2
2020-12-20,Kansas,38.9
2020-12-27,Kansas,32.6
2021-01-03,Kansas,35.9
2021-01-10,Kansas,36.2
2021-01-17,Kansas,36.2
2021-01-24,Kansas,33.7
2021-01-31,Kansas,35.3
2021-02-07,Kansas,11.1
2021-02-14,Kansas,12.3
2021-02-21,Kansas,41.3
2021-02-28,Kansas,47.0
2021-03-07,Kansas,54.2
2021-03-14,Kansas,46.5
2021-03-21,Kansas,50.2
2021-03-28,Kansas,51.3
2021-04-04,Kansas,59.3
2021-04-11,Kansas,49.2
2021-04-18,Kansas,45.6
2021-04-25,Kansas,67.2
2021-05-02,Kansas,61.9
2021-05-09,Kansas,56.1
2021-05-16,Kansas,67.1
2021-05-23,Kansas,67.1
2021-05-30,Kansas,65.7
2021-06-06,Kansas,77.4
2021-06-13,Kansas,84.4
2021-06-20,Kansas,79.7
2021-06-27,Kansas,73.6
2021-07-04,Kansas,78.1
2021-07-11,Kansas,76.2
2021-07-18,Kansas,78.4
2021-07-25,Kansas,85.3
2021-08-01,Kansas,78.6
2021-08-08,Kansas,83.1
2021-08-15,Kansas,77.9
2021-08-22,Kansas,84.7
2021-08-29,Kansas,78.9
2021-09-05,Kansas,75.2
2021-09-12,Kansas,76.5
2021-09-19,Kansas,68.9
2021-09-26,Kansas,72.8
2021-10-03,Kansas,68.7
2021-10-10,Kansas,61.1
2021-10-17,Kansas,59.1
2021-10-24,Kansas,54.8
2021-10-31,Kansas,45.9
2021-11-07,Kansas,51.2
2021-11-14,Kansas,48.2
2021-11-21,Kansas,45.7
2021-11-28,Kansas,50.3
2021-12-05,Kansas,42.3
2021-12-12,Kansas,46.0
2021-12-19,Kansas,40.4
2021-12-26,Kansas,37.2
2022-01-02,Kansas,24.4
2022-01-09,Kansas,35.6
2022-01-16,Kansas,29.3
2022-01-23,Kansas,32.7
2022-01-30,Kansas,28.8
2022-02-06,Kansas,40.1
2022-02-13,Kansas,37.2
2022-02-20,Kansas,27.7
2022-02-27,Kansas,52.4
2022-03-06,Kansas,29.3
2022-03-13,Kansas,51.4
2022-03-20,Kansas,46.6
2022-03-27,Kansas,48.2
2022-04-03,Kansas,51.5
2022-04-10,Kansas,55.7
2022-04-17,Kansas,58.1
2022-04-24,Kansas,61.0
2022-05-01,Kansas,55.6
2022-05-08,Kansas,77.5
2022-05-15,Kansas,68.9
2022-05-22,Kansas,60.0
2022-05-29,Kansas,69.3
2022-06-05,Kansas,72.6
2022-06-12,Kansas,83.6
2022-06-19,Kansas,82.4
2022-06-26,Kansas,75.2
2022-07-03,Kansas,81.1
2022-07-10,Kansas,82.8
2022-07-17,Kansas,85.2
2022-07-24,Kansas,76.9
2022-07-31,Kansas,85.0
2022-08-07,Kansas,81.6
2022-08-14,Kansas,79.1
2022-08-21,Kansas,78.1
2022-08-28,Kansas,79.7
2022-09-04,Kansas,75.1
2022-09-11,Kansas,74.5
2022-09-18,Kansas,76.0
2022-09-25,Kansas,65.9
2022-10-02,Kansas,64.0
2022-10-09,Kansas,63.0
2022-10-16,Kansas,54.4
2022-10-23,Kansas,56.4
2022-10-30,Kansas,56.9
2022-11-06,Kansas,49.2
2022-11-13,Kansas,29.6
2022-11-20,Kansas,41.6
2022-11-27,Kansas,37.4
2022-12-04,Kansas,38.4
2022-12-11,Kansas,35.4
2022-12-18,Kansas,19.5
2022-12-25,Kansas,34.7
2023-01-01,Kansas,37.6
2023-01-08,Kansas,36.6
2023-01-15,Kansas,39.4
2023-01-22,Kansas,32.5
2023-01-29,Kansas,24.5
2023-02-05,Kansas,37.8
2023-02-12,Kansas,37.3
2023-02-19,Kansas,36.3
2023-02-26,Kansas,45.4
2023-03-05,Kansas,43.6
2023-03-12,Kansas,37.2
2023-03-19,Kansas,45.4
2023-03-26,Kansas,47.3
2023-04-02,Kansas,55.7
2023-04-09,Kansas,65.3
2023-04-16,Kansas,58.1
2023-04-23,Kansas,53.9
2023-04-30,Kansas,61.7
2023-05-07,Kansas,74.2
2023-05-14,Kansas,64.6
2023-05-21,Kansas,68.7
2023-05-28,Kansas,73.0
2023-06-04,Kansas,74.4
2023-06-11,Kansas,71.7
2023-06-18,Kansas,77.8
2023-06-25,Kansas,81.3
2023-07-02,Kansas,76.9
2023-07-09,Kansas,79.4
2023-07-16,Kansas,79.0
2023-07-23,Kansas,86.5
2023-07-30,Kansas,84.0
2023-08-06,Kansas,78.6
2023-08-13,Kansas,76.3
2023-08-20,Kansas,89.0
2023-08-27,Kansas,78.3
2023-09-03,Kansas,79.4
2023-09-10,Kansas,68.3
2023-09-17,Kansas,72.6
2023-09-24,Kansas,74.9
2023-10-01,Kansas,67.3
2023-10-08,Kansas,61.1
2023-10-15,Kansas,59.3
2023-10-22,Kansas,61.3
2023-10-29,Kansas,40.9
2023-11-05,Kansas,54.1
2023-11-12,Kansas,52.9
2023-11-19,Kansas,40.1
2023-11-26,Kansas,32.7
2023-12-03,Kansas,42.9
2023-12-10,Kansas,39.5
2023-12-17,Kansas,44.8
2023-12-24,Kansas,35.7
2023-12-31,Kansas,31.3
2020-01-12,Kentucky,44.9
2020-01-19,Kentucky,30.9
2020-01-26,Kentucky,37.8
2020-02-02,Kentucky,43.6
2020-02-09,Kentucky,36.8
2020-02-16,Kentucky,38.4
2020-02-23,Kentucky,39.5
2020-03-01,Kentucky,46.0
2020-03-08,Kentucky,51.3
2020-03-15,Kentucky,50.7
2020-03-22,Kentucky,55.8
2020-03-29,Kentucky,52.3
2020-04-05,Kentucky,56.9
2020-04-12,Kentucky,46.2
2020-04-19,Kentucky,53.8
2020-04-26,Kentucky,55.0
2020-05-03,Kentucky,53.4
2020-05-10,Kentucky,56.6
2020-05-17,Kentucky,64.4
2020-05-24,Kentucky,70.7
2020-05-31,Kentucky,71.3
2020-06-07,Kentucky,74.2
2020-06-14,Kentucky,68.7
2020-06-21,Kentucky,73.3
2020-06-28,Kentucky,75.0
2020-07-05,Kentucky,78.7
2020-07-12,Kentucky,77.6
2020-07-19,Kentucky,79.3
2020-07-26,Kentucky,77.2
2020-08-02,Kentucky,72.2
2020-08-09,Kentucky,76.8
2020-08-16,Kentucky,72.5
2020-08-23,Kentucky,77.1
2020-08-30,Kentucky,73.4
2020-09-06,Kentucky,74.0
2020-09-13,Kentucky,67.3
2020-09-20,Kentucky,62.7
2020-09-27,Kentucky,59.5
2020-10-04,Kentucky,61.4
2020-10-11,Kentucky,58.4
2020-10-18,Kentucky,62.2
2020-10-25,Kentucky,52.6
2020-11-01,Kentucky,50.8
2020-11-08,Kentucky,56.9
2020-11-15,Kentucky,49.0
2020-11-22,Kentucky,47.8
2020-11-29,Kentucky,36.4
2020-12-06,Kentucky,42.0
2020-12-13,Kentucky,35.3
2020-12-20,Kentucky,35.5
2020-12-27,Kentucky,41.9
2021-01-03,Kentucky,34.7
2021-01-10,Kentucky,33.4
2021-01-17,Kentucky,34.6
2021-01-24,Kentucky,35.2
2021-01-31,Kentucky,33.7
2021-02-07,Kentucky,30.5
2021-02-14,Kentucky,24.0
2021-02-21,Kentucky,43.3
2021-02-28,Kentucky,42.2
2021-03-07,Kentucky,49.9
2021-03-14,Kentucky,49.5
2021-03-21,Kentucky,56.4
2021-03-28,Kentucky,46.2
2021-04-04,Kentucky,60.8
2021-04-11,Kentucky,51.8
2021-04-18,Kentucky,47.9
2021-04-25,Kentucky,60.9
2021-05-02,Kentucky,58.5
2021-05-09,Kentucky,55.1
2021-05-16,Kentucky,68.7
2021-05-23,Kentucky,70.4
2021-05-30,Kentucky,65.0
2021-06-06,Kentucky,73.4
2021-06-13,Kentucky,74.2
2021-06-20,Kentucky,73.2
2021-06-27,Kentucky,75.3
2021-07-04,Kentucky,75.2
2021-07-11,Kentucky,74.8
2021-07-18,Kentucky,74.4
2021-07-25,Kentucky,78.9
2021-08-01,Kentucky,72.9
2021-08-08,Kentucky,79.0
2021-08-15,Kentucky,74.2
2021-08-22,Kentucky,79.6
2021-08-29,Kentucky,72.2
2021-09-05,Kentucky,68.7
2021-09-12,Kentucky,73.8
2021-09-19,Kentucky,64.7
2021-09-26,Kentucky,68.1
2021-10-03,Kentucky,68.3
2021-10-10,Kentucky,68.6
2021-10-17,Kentucky,56.9
2021-10-24,Kentucky,54.8
2021-10-31,Kentucky,44.1
2021-11-07,Kentucky,50.2
2021-11-14,Kentucky,44.6
2021-11-21,Kentucky,38.8
2021-11-28,Kentucky,46.8
2021-12-05,Kentucky,45.5
2021-12-12,Kentucky,48.0
